"LawaSiteID","CouncilSiteID","SiteID","Region","Agency","SWQAltitude","SWQLanduse","Measurement","Scope","Q0","Q25","Q50","Q75","Q100","N"
"lawa-102380","sq10852","wairepo creek at ohau downs","canterbury","ecan","Upland","Rural","TN","Site",0.24,0.24,0.24,0.24,0.24,1
"lawa-102381","sq35962","ohau canal below power station","canterbury","ecan","Upland","Rural","TN","Site",0.039,0.039,0.039,0.039,0.039,1
"lawa-102382","sq20544","orari lagoon outfall u/s orari river mouth","canterbury","ecan","Lowland","Rural","TN","Site",8.35,8.35,8.35,8.35,8.35,1
"lawa-102692","mangamahaki stream at tamumu","548","hawkes bay","hbrc","Lowland","Rural","TN","Site",0.7,0.7,0.7,0.7,0.7,1
"lawa-102693","makara stream at st lawrence road","514","hawkes bay","hbrc","Lowland","Rural","TN","Site",0.6,0.6,0.6,0.6,0.6,1
"lawa-102694","porangahau strm us maharakeke strm","5322","hawkes bay","hbrc","Upland","Rural","TN","Site",3.8,3.8,3.8,3.8,3.8,1
"lawa-102695","makaretu stream at speedy rd bridge gw8","526","hawkes bay","hbrc","Upland","Rural","TN","Site",0.56,0.56,0.56,0.56,0.56,1
"lawa-102696","maharakeke stream at state highway 2 br","491","hawkes bay","hbrc","Upland","Rural","TN","Site",2.35,2.35,2.35,2.35,2.35,1
"lawa-102697","tukituki river at waipuk onga road","1403","hawkes bay","hbrc","Upland","Rural","TN","Site",0.27,0.27,0.27,0.27,0.27,1
"lawa-102698","tukipo river u/s makaretu confluence","1999","hawkes bay","hbrc","Upland","Rural","TN","Site",2.45,2.45,2.45,2.45,2.45,1
"lawa-102699","nuhaka river at nuhaka valley road","832","hawkes bay","hbrc","Lowland","Rural","TN","Site",0.15,0.15,0.15,0.15,0.15,1
"lawa-102700","waikatuku strm off harrison rd","5280","hawkes bay","hbrc","Lowland","Rural","TN","Site",0.455,0.455,0.455,0.455,0.455,1
"ncc-00002","orphanage at saxton rd east","orphanage at saxton rd east","nelson","ncc","Lowland","Rural","TN","Site",0.605,0.605,0.605,0.605,0.605,1
"ncc-00004","poorman at seaview rd","poorman at seaview rd","nelson","ncc","Lowland","Urban","TN","Site",0.55,0.55,0.55,0.55,0.55,1
"ncc-00005","poorman at barnicoat walkway","poorman at barnicoat walkway","nelson","ncc","Upland","Forest","TN","Site",0.33,0.33,0.33,0.33,0.33,1
"ncc-00006","jenkins at pascoe st","jenkins at pascoe st","nelson","ncc","Lowland","Urban","TN","Site",0.705,0.705,0.705,0.705,0.705,1
"ncc-00009","york at waimea rd","york at waimea rd","nelson","ncc","Lowland","Urban","TN","Site",0.72,0.72,0.72,0.72,0.72,1
"ncc-00010","brook at manuka st","brook at manuka st","nelson","ncc","Lowland","Urban","TN","Site",0.395,0.395,0.395,0.395,0.395,1
"ncc-00011","brook at burn pl","brook at burn pl","nelson","ncc","Lowland","Forest","TN","Site",0.325,0.325,0.325,0.325,0.325,1
"ncc-00012","brook at motor camp","brook at motor camp","nelson","ncc","Lowland","Forest","TN","Site",0.11,0.11,0.11,0.11,0.11,1
"ncc-00013","maitai at riverside","maitai at riverside","nelson","ncc","Lowland","Urban","TN","Site",0.235,0.235,0.235,0.235,0.235,1
"ncc-00015","maitai at groom rd","maitai at groom rd","nelson","ncc","Lowland","Forest","TN","Site",0.1015,0.1015,0.1015,0.1015,0.1015,1
"ncc-00016","maitai south branch at intake","maitai south branch at intake","nelson","ncc","Upland","Forest","TN","Site",0.0705,0.0705,0.0705,0.0705,0.0705,1
"ncc-00017","sharland at maitai confluence","sharland at maitai confluence","nelson","ncc","Lowland","Forest","TN","Site",0.695,0.695,0.695,0.695,0.695,1
"ncc-00018","groom at maitai confluence","groom at maitai confluence","nelson","ncc","Lowland","Forest","TN","Site",0.525,0.525,0.525,0.525,0.525,1
"ncc-00021","todds at sh6","todds at sh6","nelson","ncc","Lowland","Rural","TN","Site",0.415,0.415,0.415,0.415,0.415,1
"ncc-00025","wakapuaka at maori pa rd","wakapuaka at maori pa rd","nelson","ncc","Lowland","Rural","TN","Site",0.215,0.215,0.215,0.215,0.215,1
"ncc-00027","wakapuaka at hira","wakapuaka at hira","nelson","ncc","Lowland","Forest","TN","Site",0.18,0.18,0.18,0.18,0.18,1
"ncc-00028","wakapuaka at duckpond rd","wakapuaka at duckpond rd","nelson","ncc","Lowland","Forest","TN","Site",0.11,0.11,0.11,0.11,0.11,1
"ncc-00029","lud at sh6","lud at sh6","nelson","ncc","Lowland","Rural","TN","Site",0.475,0.475,0.475,0.475,0.475,1
"ncc-00030","lud at 4.7km","lud at 4.7km","nelson","ncc","Lowland","Rural","TN","Site",0.58,0.58,0.58,0.58,0.58,1
"ncc-00032","teal at 1.9km","teal at 1.9km","nelson","ncc","Lowland","Forest","TN","Site",0.2,0.2,0.2,0.2,0.2,1
"ncc-00034","whangamoa at kokorua bridge","whangamoa at kokorua bridge","nelson","ncc","Lowland","Rural","TN","Site",0.178,0.178,0.178,0.178,0.178,1
"ncc-00036","whangamoa at hippolite rd","whangamoa at hippolite rd","nelson","ncc","Lowland","Forest","TN","Site",0.16,0.16,0.16,0.16,0.16,1
"ncc-00038","collins at sh6","collins at sh6","nelson","ncc","Lowland","Forest","TN","Site",0.385,0.385,0.385,0.385,0.385,1
"ncc-00039","dencker at kokorua rd","dencker at kokorua rd","nelson","ncc","Lowland","Forest","TN","Site",0.201,0.201,0.201,0.201,0.201,1
"ncc-00040","hillwood at glen rd","hillwood at glen rd","nelson","ncc","Lowland","Rural","TN","Site",0.535,0.535,0.535,0.535,0.535,1
"nrc-00001","101625","mangere at knight road","northland","nrc","Lowland","Rural","TN","Site",0.92,0.92,0.92,0.92,0.92,1
"nrc-00002","102257","manganui at mititai road","northland","nrc","Lowland","Rural","TN","Site",0.65,0.65,0.65,0.65,0.65,1
"nrc-00004","108359","waiarohia at second avenue","northland","nrc","Lowland","Urban","TN","Site",0.515,0.515,0.515,0.515,0.515,1
"nrc-00005","105231","punakitere at taheke","northland","nrc","Lowland","Rural","TN","Site",0.71,0.71,0.71,0.71,0.71,1
"nrc-00006","102256","kaihu at gorge","northland","nrc","Lowland","Rural","TN","Site",0.36,0.36,0.36,0.36,0.36,1
"nrc-00007","103304","waipoua at sh12","northland","nrc","Lowland","Forest","TN","Site",0.11,0.11,0.11,0.11,0.11,1
"nrc-00008","102258","opouteke at suspension bridge","northland","nrc","Lowland","Forest","TN","Site",0.18,0.18,0.18,0.18,0.18,1
"nrc-00009","109096","mangakahia at twin bridges","northland","nrc","Lowland","Rural","TN","Site",0.16,0.16,0.16,0.16,0.16,1
"nrc-00010","103178","waitangi at waimate north road","northland","nrc","Lowland","Rural","TN","Site",0.45,0.45,0.45,0.45,0.45,1
"nrc-00011","102249","whakapara at cableway","northland","nrc","Lowland","Rural","TN","Site",0.44,0.44,0.44,0.44,0.44,1
"nrc-00012","102248","waiotu at sh1","northland","nrc","Lowland","Rural","TN","Site",0.67,0.67,0.67,0.67,0.67,1
"nrc-00013","100237","mangahahuru at main road","northland","nrc","Lowland","Forest","TN","Site",0.265,0.265,0.265,0.265,0.265,1
"nrc-00014","100281","mangahahuru at apotu road","northland","nrc","Lowland","Rural","TN","Site",0.54,0.54,0.54,0.54,0.54,1
"nrc-00015","105532","victoria at victoria valley road","northland","nrc","Lowland","Forest","TN","Site",0.05,0.05,0.05,0.05,0.05,1
"nrc-00016","100363","awanui at fndc","northland","nrc","Lowland","Rural","TN","Site",0.22,0.22,0.22,0.22,0.22,1
"nrc-00017","100370","awanui at waihue channel","northland","nrc","Lowland","Rural","TN","Site",0.53,0.53,0.53,0.53,0.53,1
"nrc-00018","109021","hakaru at topuni","northland","nrc","Lowland","Rural","TN","Site",0.6,0.6,0.6,0.6,0.6,1
"nrc-00019","100194","hatea at mair park","northland","nrc","Lowland","Urban","TN","Site",0.635,0.635,0.635,0.635,0.635,1
"nrc-00020","102674","kaeo at dip road","northland","nrc","Lowland","Rural","TN","Site",0.16,0.16,0.16,0.16,0.16,1
"nrc-00021","101530","kerikeri at stone store","northland","nrc","Lowland","Rural","TN","Site",0.48,0.48,0.48,0.48,0.48,1
"nrc-00022","108978","mangamuka at iwitaua road","northland","nrc","Lowland","Forest","TN","Site",0.05,0.05,0.05,0.05,0.05,1
"nrc-00024","108979","oruru at oruru road","northland","nrc","Lowland","Rural","TN","Site",0.15,0.15,0.15,0.15,0.15,1
"nrc-00026","105008","ruakaka at flyger road","northland","nrc","Lowland","Rural","TN","Site",0.86,0.86,0.86,0.86,0.86,1
"nrc-00028","100007","waiharakeke at stringers road","northland","nrc","Lowland","Rural","TN","Site",0.51,0.51,0.51,0.51,0.51,1
"nrc-00029","109098","waimamaku at sh12","northland","nrc","Lowland","Rural","TN","Site",0.13,0.13,0.13,0.13,0.13,1
"nrc-00030","108941","waipao at draffins road","northland","nrc","Lowland","Rural","TN","Site",2.6,2.6,2.6,2.6,2.6,1
"nrc-00031","101524","waipapa at landing","northland","nrc","Lowland","Rural","TN","Site",0.42,0.42,0.42,0.42,0.42,1
"nrc-00045","110431","otaika at otaika valley road","northland","nrc","Lowland","Rural","TN","Site",1.4,1.4,1.4,1.4,1.4,1
"nrwqn-00001","7805","rangitopuni @ walkers","auckland","ac","Lowland","Rural","TN","Site",0.615,0.615,0.615,0.615,0.615,1
"nrwqn-00002","ak1","Hoteo at Gubbs (NRWQN) (AK1)","auckland","niwa","Lowland","Rural","TN","Site",0.543,0.543,0.543,0.543,0.543,1
"nrwqn-00003","tk6","Waitaki at SH1 Br. (NRWQN) (TK6)","canterbury","niwa","Lowland","Rural","TN","Site",0.0875,0.0875,0.0875,0.0875,0.0875,1
"nrwqn-00004","tk5","Hakataramea above MH Br. (NRWQN) (TK5)","canterbury","niwa","Upland","Rural","TN","Site",0.134,0.134,0.134,0.134,0.134,1
"nrwqn-00005","tk4","Waitaki at Kurow (NRWQN) (TK4)","canterbury","niwa","Upland","Rural","TN","Site",0.0545,0.0545,0.0545,0.0545,0.0545,1
"nrwqn-00006","tk1","Opihi at Grassy Banks (NRWQN) (TK1)","canterbury","niwa","Lowland","Rural","TN","Site",0.811,0.811,0.811,0.811,0.811,1
"nrwqn-00008","tk3","Opuha at Skipton Br. (NRWQN) (TK3)","canterbury","niwa","Upland","Rural","TN","Site",0.443,0.443,0.443,0.443,0.443,1
"nrwqn-00011","gs2","Waikohu at No. 1 Br. (NRWQN) (GS2)","gisborne","niwa","Upland","Rural","TN","Site",0.4085,0.4085,0.4085,0.4085,0.4085,1
"nrwqn-00012","gs3","Motu at Waitangirua (NRWQN) (GS3)","bay of plenty","niwa","Upland","Rural","TN","Site",0.3925,0.3925,0.3925,0.3925,0.3925,1
"nrwqn-00014","hv3","Ngaruroro at Chesterhope (NRWQN) (HV3)","hawkes bay","niwa","Lowland","Rural","TN","Site",0.141,0.141,0.141,0.141,0.141,1
"nrwqn-00016","hv6","Mohaka at Glenfalls (NRWQN) (HV6)","hawkes bay","niwa","Upland","Forest","TN","Site",0.391,0.391,0.391,0.391,0.391,1
"nrwqn-00017","hv5","Mohaka at Raupunga (NRWQN) (HV5)","hawkes bay","niwa","Lowland","Forest","TN","Site",0.249,0.249,0.2745,0.3,0.3,2
"nrwqn-00019","wa4","Whanganui at Paetawa (NRWQN) (WA4)","horizons","niwa","Lowland","Rural","TN","Site",0.4675,0.4675,0.4675,0.4675,0.4675,1
"nrwqn-00020","nn4","Wairau at Tuamarina (NRWQN) (NN4)","marlborough","niwa","Lowland","Forest","TN","Site",0.123,0.123,0.123,0.123,0.123,1
"nrwqn-00021","101038","mangakahia at titoki","northland","nrc","Lowland","Rural","TN","Site",0.236,0.236,0.293,0.35,0.35,2
"nrwqn-00022","101753","wairua at purua","northland","nrc","Lowland","Rural","TN","Site",0.6135,0.6135,0.74175,0.87,0.87,2
"nrwqn-00023","wh2","Waitangi at Wakelins (NRWQN) (WH2)","northland","niwa","Lowland","Rural","TN","Site",0.372,0.372,0.372,0.372,0.372,1
"nrwqn-00024","wh1","Waipapa at Forest Ranger (NRWQN) (WH1)","northland","niwa","Lowland","Forest","TN","Site",0.093,0.093,0.093,0.093,0.093,1
"nrwqn-00025","dn4","Clutha at Balclutha (NRWQN) (DN4)","otago","niwa","Lowland","Rural","TN","Site",0.1235,0.1235,0.1235,0.1235,0.1235,1
"nrwqn-00027","ax4","Clutha at Millers Flat (NRWQN) (AX4)","otago","niwa","Lowland","Rural","TN","Site",0.09,0.09,0.09,0.09,0.09,1
"nrwqn-00028","dn2","Sutton at SH87 (NRWQN) (DN2)","otago","niwa","Upland","Rural","TN","Site",0.2425,0.2425,0.2425,0.2425,0.2425,1
"nrwqn-00030","ax2","Kawarau at Chard Rd (NRWQN) (AX2)","otago","niwa","Upland","Rural","TN","Site",0.075,0.075,0.075,0.075,0.075,1
"nrwqn-00031","ax3","Shotover at Bowens Peak (NRWQN) (AX3)","otago","niwa","Upland","Rural","TN","Site",0.059,0.059,0.059,0.059,0.059,1
"nrwqn-00032","ax1","Clutha at Luggate Br. (NRWQN) (AX1)","otago","niwa","Upland","Rural","TN","Site",0.068,0.068,0.068,0.068,0.068,1
"nrwqn-00035","wa2","Manganui at SH3 (NRWQN) (WA2)","taranaki","niwa","Upland","Rural","TN","Site",0.19,0.19,0.19,0.19,0.19,1
"nrwqn-00036","wa1","Waitara at Bertrand Rd (NRWQN) (WA1)","taranaki","niwa","Lowland","Rural","TN","Site",0.679,0.679,0.679,0.679,0.679,1
"nrwqn-00037","nn5","Buller at Longford (NRWQN) (NN5)","tasman","niwa","Upland","Forest","TN","Site",0.102,0.102,0.102,0.102,0.102,1
"nrwqn-00038","tu2","Tongariro at Turangi (NRWQN) (TU2)","waikato","niwa","Upland","Forest","TN","Site",0.101,0.101,0.101,0.101,0.101,1
"nrwqn-00039","ro6","Waikato at Reids Farm (NRWQN) (RO6)","waikato","niwa","Upland","Forest","TN","Site",0.066,0.066,0.066,0.066,0.066,1
"nrwqn-00040","hm1","Waipa at Otewa (NRWQN) (HM1)","waikato","niwa","Lowland","Rural","TN","Site",0.5025,0.5025,0.5025,0.5025,0.5025,1
"nrwqn-00041","hm2","Waipa at Whatawhata (NRWQN) (HM2)","waikato","niwa","Lowland","Rural","TN","Site",1.212,1.212,1.212,1.212,1.212,1
"nrwqn-00043","hm5","Waihou at Te Aroha (NRWQN) (HM5)","waikato","niwa","Lowland","Rural","TN","Site",1.329,1.329,1.329,1.329,1.329,1
"nrwqn-00045","hm6","Ohinemuri at Karangahake (NRWQN) (HM6)","waikato","niwa","Lowland","Rural","TN","Site",0.7135,0.7135,0.7135,0.7135,0.7135,1
"nrwqn-00046","ruamahanga river at waihenga bridge","ruamahanga river at waihenga bridge","wellington","gwrc","Lowland","Rural","TN","Site",0.417,0.417,0.506,0.595,0.595,2
"nrwqn-00047","wn2","Hutt at Kaitoke (NRWQN) (WN2)","wellington","niwa","Upland","Forest","TN","Site",0.085,0.085,0.085,0.085,0.085,1
"nrwqn-00049","wn5","Ruamahanga at SH2 (NRWQN) (WN5)","wellington","niwa","Upland","Forest","TN","Site",0.077,0.077,0.077,0.077,0.077,1
"nrwqn-00050","gy4","Haast at Roaring Billy (NRWQN) (GY4)","otago","niwa","Lowland","Forest","TN","Site",0.0515,0.0515,0.0515,0.0515,0.0515,1
"nrwqn-00051","gy2","Grey at Dobson (NRWQN) (GY2)","west coast","niwa","Lowland","Forest","TN","Site",0.26,0.26,0.26,0.26,0.26,1
"nrwqn-00052","gy3","Grey at Waipuna (NRWQN) (GY3)","west coast","niwa","Upland","Forest","TN","Site",0.097,0.097,0.097,0.097,0.097,1
"nrwqn-00053","gy1","Buller at Te Kuha (NRWQN) (GY1)","west coast","niwa","Lowland","Forest","TN","Site",0.174,0.174,0.174,0.174,0.174,1
"nrwqn-00055","ch3","Waimakariri at Gorge (NRWQN) (CH3)","canterbury","niwa","Upland","Rural","TN","Site",0.123,0.123,0.123,0.123,0.123,1
"nrwqn-00056","nn2","Motueka at Gorge (NRWQN) (NN2)","tasman","niwa","Upland","Forest","TN","Site",0.058,0.058,0.058,0.058,0.058,1
"nrwqn-00057","nn1","Motueka at Woodstock (NRWQN) (NN1)","tasman","niwa","Lowland","Forest","TN","Site",0.289,0.289,0.289,0.289,0.289,1
"nrwqn-00058","nn3","Wairau at Dip Flat (NRWQN) (NN3)","tasman","niwa","Upland","Forest","TN","Site",0.033,0.033,0.033,0.033,0.033,1
"nrwqn-00059","ch2","Hurunui at SH1 Br. (NRWQN) (CH2)","canterbury","niwa","Upland","Rural","TN","Site",0.404,0.404,0.404,0.404,0.404,1
"orc-00012","dunstan creek at beattie road","dunstan creek at beattie road","otago","orc","Upland","Rural","TN","Site",0.153,0.153,0.153,0.153,0.153,1
"orc-00013","fraser at marshall road","fraser river at marshall road","otago","orc","Lowland","Rural","TN","Site",0.11,0.11,0.11,0.11,0.11,1
"orc-00015","hawea at camphill bridge","hawea river at camphill bridge","otago","orc","Upland","Rural","TN","Site",0.038,0.038,0.038,0.038,0.038,1
"orc-00017","heriot burn at park hill road","heriot burn at park hill road","otago","orc","Upland","Rural","TN","Site",1.7,1.7,1.7,1.7,1.7,1
"orc-00021","kaikorai stream at brighton road","kaikorai stream at brighton road","otago","orc","Lowland","Urban","TN","Site",0.63,0.63,0.63,0.63,0.63,1
"orc-00025","kakanui at mccones","kakanui river at mccones","otago","orc","Lowland","Rural","TN","Site",0.495,0.495,0.495,0.495,0.495,1
"orc-00031","lake hayes at bendemeer bay","lake hayes","otago","orc","Upland","Rural","TN","Site",0.29,0.29,0.29,0.29,0.29,1
"orc-00040","lindis at lindis peak","lindis river at lindis peak","otago","orc","Upland","Rural","TN","Site",0.08,0.08,0.08,0.08,0.08,1
"orc-00041","lindis at ardgour road","lindis river at ardgour road","otago","orc","Upland","Rural","TN","Site",0.14,0.14,0.14,0.14,0.14,1
"orc-00043","luggate creek at sh6 bridge","luggate creek at sh6 bridge","otago","orc","Upland","Rural","TN","Site",0.068,0.068,0.068,0.068,0.068,1
"orc-00044","main drain at waipori pump","main drain at waipori pump","otago","orc","Lowland","Rural","TN","Site",1.8,1.8,1.8,1.8,1.8,1
"orc-00046","manuherikia at galloway","manuherikia river at galloway","otago","orc","Upland","Rural","TN","Site",0.22,0.22,0.22,0.22,0.22,1
"orc-00047","manuherikia at ophir","manuherikia river at ophir","otago","orc","Upland","Rural","TN","Site",0.295,0.295,0.295,0.295,0.295,1
"orc-00048","matukituki at west wanaka","matukituki river at west wanaka","otago","orc","Upland","Rural","TN","Site",0.0765,0.0765,0.0765,0.0765,0.0765,1
"orc-00049","mill creek at fish trap","mill creek at fish trap.","otago","orc","Upland","Rural","TN","Site",0.45,0.45,0.45,0.45,0.45,1
"orc-00061","shag at goodwood pump","shag river at goodwood pump","otago","orc","Lowland","Rural","TN","Site",0.42,0.42,0.42,0.42,0.42,1
"orc-00066","silverstream at taieri depot","silverstream at taieri depot","otago","orc","Lowland","Rural","TN","Site",0.525,0.525,0.525,0.525,0.525,1
"orc-00070","taieri at allanton bridge","taieri river at allanton bridge","otago","orc","Lowland","Rural","TN","Site",0.36,0.36,0.36,0.36,0.36,1
"orc-00071","taieri at stonehenge","taieri river at stonehenge","otago","orc","Upland","Rural","TN","Site",0.22,0.22,0.22,0.22,0.22,1
"orc-00074","taieri at linnburn runs road","taieri river at linnburn runs road","otago","orc","Upland","Rural","TN","Site",0.16,0.16,0.16,0.16,0.16,1
"orc-00079","trotters creek at mathesons","trotters creek at mathesons","otago","orc","Lowland","Rural","TN","Site",0.67,0.67,0.67,0.67,0.67,1
"orc-00081","waianakarua at browns","waianakarua river at browns","otago","orc","Lowland","Rural","TN","Site",0.335,0.335,0.335,0.335,0.335,1
"orc-00082","waiareka creek at taipo road","waiareka creek at taipo road","otago","orc","Lowland","Rural","TN","Site",1.35,1.35,1.35,1.35,1.35,1
"orc-00085","waikouaiti at confluence d/s","waikouaiti river d/s of confluence","otago","orc","Lowland","Rural","TN","Site",0.182,0.182,0.182,0.182,0.182,1
"orc-00088","waipahi at cairns peak","waipahi river at cairns peak","otago","orc","Upland","Rural","TN","Site",1.2,1.2,1.2,1.2,1.2,1
"orc-00089","waipori at waipori falls reserve","waipori river at waipori falls reserve","otago","orc","Lowland","Rural","TN","Site",0.23,0.23,0.23,0.23,0.23,1
"orc-00094","waiwera at maws farm","waiwera river at maws farm","otago","orc","Lowland","Rural","TN","Site",1,1,1,1,1,1
"orc-00095","leith at dundas street bridge","water of leith at dundas street bridge","otago","orc","Lowland","Urban","TN","Site",0.665,0.665,0.665,0.665,0.665,1
"orc-00096","crookston burn at kelso road","crookston burn at kelso road","otago","orc","Upland","Rural","TN","Site",1.7,1.7,1.7,1.7,1.7,1
"orc-00097","wairuna at millar road","wairuna stream at millar road","otago","orc","Lowland","Rural","TN","Site",1.59,1.59,1.59,1.59,1.59,1
"orc-00098","kye burn at sh85 bridge","kye burn at sh85 bridge","otago","orc","Upland","Rural","TN","Site",0.145,0.145,0.145,0.145,0.145,1
"orc-00103","cardrona at mt barker","cardrona river at mt barker","otago","orc","Upland","Rural","TN","Site",0.14,0.14,0.14,0.14,0.14,1
