"LawaSiteID","CouncilSiteID","SiteID","Region","Agency","SWQAltitude","SWQLanduse","Measurement","Scope","Q0","Q25","Q50","Q75","Q100","N"
"hbrc-00088","tukituki river at tamumu br.","1397","hawkes bay","hbrc","Lowland","Rural","TN","Site",1.03,1.03,1.03,1.03,1.03,1
"hbrc-00090","awanui stream at flume","48","hawkes bay","hbrc","Lowland","Rural","TN","Site",1.845,1.845,1.845,1.845,1.845,1
"hbrc-00124","raupare stream at ormond road","1082","hawkes bay","hbrc","Lowland","Rural","TN","Site",0.415,0.415,0.415,0.415,0.415,1
"hbrc-00139","waipawa river at rds/sh2","1588","hawkes bay","hbrc","Lowland","Rural","TN","Site",0.66,0.66,0.66,0.66,0.66,1
"hrc-00001","arawhata drain at hokio beach road","arawhata drain at hokio beach road","horizons","hrc","Lowland","Rural","TN","Site",10.55,10.55,10.55,10.55,10.55,1
"hrc-00002","hautapu at us rangitikei river conf","hautapu at us rangitikei river conf","horizons","hrc","Upland","Rural","TN","Site",0.4,0.4,0.4,0.4,0.4,1
"hrc-00003","hautapu at alabasters","hautapu at alabasters","horizons","hrc","Upland","Rural","TN","Site",0.27,0.27,0.27,0.27,0.27,1
"hrc-00004","hokio at lake horowhenua","hokio at lake horowhenua","horizons","hrc","Lowland","Rural","TN","Site",2.4,2.4,2.4,2.4,2.4,1
"hrc-00005","kahuterawa at johnstons rata","kahuterawa at johnstons rata","horizons","hrc","Lowland","Forest","TN","Site",0.27,0.27,0.27,0.27,0.27,1
"hrc-00006","kumeti at te rehunga","kumeti at te rehunga","horizons","hrc","Upland","Rural","TN","Site",0.82,0.82,0.82,0.82,0.82,1
"hrc-00007","makotuku at raetihi","makotuku at raetihi","horizons","hrc","Upland","Rural","TN","Site",0.545,0.545,0.545,0.545,0.545,1
"hrc-00008","makakahi at hamua","makakahi at hamua","horizons","hrc","Upland","Rural","TN","Site",0.8,0.8,0.8,0.8,0.8,1
"hrc-00009","makotuku at sh49a","makotuku at sh49a","horizons","hrc","Upland","Forest","TN","Site",0.265,0.265,0.265,0.265,0.265,1
"hrc-00010","makuri at tuscan hills","makuri at tuscan hills","horizons","hrc","Lowland","Rural","TN","Site",1.01,1.01,1.01,1.01,1.01,1
"hrc-00011","manakau at s.h.1 bridge","manakau at s.h.1 bridge","horizons","hrc","Lowland","Rural","TN","Site",0.5,0.5,0.5,0.5,0.5,1
"hrc-00012","manawatu at whirokino","manawatu at whirokino","horizons","hrc","Lowland","Rural","TN","Site",0.9,0.9,0.9,0.9,0.9,1
"hrc-00013","manawatu at opiki br","manawatu at opiki bridge","horizons","hrc","Lowland","Rural","TN","Site",0.81,0.81,0.81,0.81,0.81,1
"hrc-00014","manawatu at ngawapurua bridge","manawatu at ngawapurua bridge","horizons","hrc","Lowland","Rural","TN","Site",0.875,0.875,0.875,0.875,0.875,1
"hrc-00015","manawatu at teachers college","manawatu at teachers college","horizons","hrc","Lowland","Rural","TN","Site",0.72,0.72,0.72,0.72,0.72,1
"hrc-00016","manawatu at hopelands","manawatu at hopelands","horizons","hrc","Lowland","Rural","TN","Site",0.88,0.88,0.88,0.88,0.88,1
"hrc-00017","manawatu at upper gorge","manawatu at upper gorge","horizons","hrc","Lowland","Rural","TN","Site",0.775,0.775,0.775,0.775,0.775,1
"hrc-00018","manawatu at weber road","manawatu at weber road","horizons","hrc","Upland","Rural","TN","Site",0.625,0.625,0.63725,0.6495,0.6495,2
"hrc-00019","mangahao at ballance","mangahao at ballance","horizons","hrc","Lowland","Rural","TN","Site",0.325,0.325,0.325,0.325,0.325,1
"hrc-00020","mangapapa at troup rd","mangapapa at troup rd","horizons","hrc","Lowland","Rural","TN","Site",0.635,0.635,0.635,0.635,0.635,1
"hrc-00021","mangatainoka at putara","mangatainoka at putara","horizons","hrc","Upland","Forest","TN","Site",0.06,0.06,0.06,0.06,0.06,1
"hrc-00022","mangatainoka at larsons road","mangatainoka at larsons road","horizons","hrc","Upland","Forest","TN","Site",0.15,0.15,0.15,0.15,0.15,1
"hrc-00023","mangatainoka at pahiatua town bridge","mangatainoka at pahiatua town bridge","horizons","hrc","Lowland","Rural","TN","Site",1.06,1.06,1.06,1.06,1.06,1
"hrc-00024","mangatainoka at brewery - s.h.2 bridge","mangatainoka at brewery - s.h.2 bridge","horizons","hrc","Lowland","Rural","TN","Site",0.995,0.995,0.995,0.995,0.995,1
"hrc-00025","mangatera at u/s manawatu confluence","mangatera at u/s manawatu confluence","horizons","hrc","Upland","Rural","TN","Site",1.76,1.76,1.76,1.76,1.76,1
"hrc-00026","mangatoro at mangahei road","mangatoro at mangahei road","horizons","hrc","Upland","Rural","TN","Site",0.79,0.79,0.79,0.79,0.79,1
"hrc-00027","mangawhero at raupiu road","mangawhero at raupiu road","horizons","hrc","Lowland","Rural","TN","Site",0.56,0.56,0.56,0.56,0.56,1
"hrc-00028","mangawhero at pakihi rd bridge","mangawhero at pakihi rd bridge","horizons","hrc","Upland","Rural","TN","Site",0.435,0.435,0.435,0.435,0.435,1
"hrc-00029","mangawhero at doc headquarters","mangawhero at doc headquarters","horizons","hrc","Upland","Forest","TN","Site",0.08,0.08,0.08,0.08,0.08,1
"hrc-00030","ohau at gladstone reserve","ohau at gladstone reserve","horizons","hrc","Lowland","Forest","TN","Site",0.12,0.12,0.12,0.12,0.12,1
"hrc-00031","ohau at haines property","ohau at haines property","horizons","hrc","Lowland","Rural","TN","Site",0.41,0.41,0.41,0.41,0.41,1
"hrc-00032","ohura at tokorima","ohura at tokorima","horizons","hrc","Lowland","Rural","TN","Site",0.53,0.53,0.53,0.53,0.53,1
"hrc-00033","ongarue at taringamotu","ongarue at taringamotu","horizons","hrc","Upland","Rural","TN","Site",0.55,0.55,0.55,0.55,0.55,1
"hrc-00034","oroua at awahuri bridge","oroua at awahuri bridge","horizons","hrc","Lowland","Rural","TN","Site",1.165,1.165,1.165,1.165,1.165,1
"hrc-00035","oroua at almadale slackline","oroua at almadale slackline","horizons","hrc","Lowland","Rural","TN","Site",0.325,0.325,0.325,0.325,0.325,1
"hrc-00036","oroua at apiti","oroua at apiti gorge bridge","horizons","hrc","Upland","Forest","TN","Site",0.135,0.135,0.135,0.135,0.135,1
"hrc-00037","oruakeretaki at s.h.2 napier","oruakeretaki at s.h.2 napier","horizons","hrc","Upland","Rural","TN","Site",1.17,1.17,1.17,1.17,1.17,1
"hrc-00038","owahanga at branscombe bridge","owahanga at branscombe bridge","horizons","hrc","Lowland","Rural","TN","Site",0.465,0.465,0.465,0.465,0.465,1
"hrc-00039","patiki stream at kawiu road","patiki stream at kawiu road","horizons","hrc","Lowland","Rural","TN","Site",6.33,6.33,6.33,6.33,6.33,1
"hrc-00040","pohangina at mais reach","pohangina at mais reach","horizons","hrc","Lowland","Rural","TN","Site",0.185,0.185,0.185,0.185,0.185,1
"hrc-00041","pohangina at piripiri","pohangina at piripiri","horizons","hrc","Upland","Forest","TN","Site",0.11,0.11,0.11,0.11,0.11,1
"hrc-00042","porewa at onepuhi road","porewa at onepuhi","horizons","hrc","Lowland","Rural","TN","Site",0.495,0.495,0.495,0.495,0.495,1
"hrc-00043","rangitikei at mckelvies","rangitikei at mckelvies","horizons","hrc","Lowland","Rural","TN","Site",0.26,0.26,0.26,0.26,0.26,1
"hrc-00044","rangitikei at onepuhi","rangitikei at onepuhi","horizons","hrc","Lowland","Rural","TN","Site",0.235,0.235,0.235,0.235,0.235,1
"hrc-00045","rangitikei at mangaweka","rangitikei at mangaweka","horizons","hrc","Upland","Rural","TN","Site",0.185,0.185,0.193,0.201,0.201,2
"hrc-00046","rangitikei at pukeokahu","rangitikei at pukeokahu","horizons","hrc","Upland","Forest","TN","Site",0.09,0.09,0.09,0.09,0.09,1
"hrc-00047","raparapawai at jackson rd","raparapawai at jackson rd","horizons","hrc","Lowland","Rural","TN","Site",0.65,0.65,0.65,0.65,0.65,1
"hrc-00048","tamaki at stephensons","tamaki at stephensons","horizons","hrc","Upland","Rural","TN","Site",0.6,0.6,0.6,0.6,0.6,1
"hrc-00049","tamaki at tamaki reserve","tamaki at tamaki reserve","horizons","hrc","Upland","Forest","TN","Site",0.13,0.13,0.13,0.13,0.13,1
"hrc-00050","tiraumea at ngaturi","tiraumea at ngaturi","horizons","hrc","Lowland","Rural","TN","Site",0.92,0.92,0.92,0.92,0.92,1
"hrc-00051","tiraumea u/s manawatu confluence","tiraumea u/s manawatu confluence","horizons","hrc","Lowland","Rural","TN","Site",0.86,0.86,0.86,0.86,0.86,1
"hrc-00053","tokiahuru at junction","tokiahuru at junction","horizons","hrc","Upland","Forest","TN","Site",0.16,0.16,0.16,0.16,0.16,1
"hrc-00054","tokomaru river at horseshoe bend","tokomaru river at horseshoe bend","horizons","hrc","Lowland","Forest","TN","Site",0.165,0.165,0.165,0.165,0.165,1
"hrc-00055","turakina at oneills bridge","turakina at oneills bridge","horizons","hrc","Lowland","Rural","TN","Site",0.735,0.735,0.735,0.735,0.735,1
"hrc-00056","waikawa at north manakau road","waikawa at north manakau road","horizons","hrc","Lowland","Forest","TN","Site",0.15,0.15,0.15,0.15,0.15,1
"hrc-00057","waikawa at huritini","waikawa stream at huritini","horizons","hrc","Lowland","Rural","TN","Site",1.2,1.2,1.2,1.2,1.2,1
"hrc-00058","whangaehu at kauangaroa","whangaehu at kauangaroa","horizons","hrc","Lowland","Rural","TN","Site",0.51,0.51,0.51,0.51,0.51,1
"hrc-00059","whanganui at te rewa","whanganui at te rewa","horizons","hrc","Lowland","Rural","TN","Site",0.4,0.4,0.4,0.4,0.4,1
"hrc-00060","whanganui at pipiriki","whanganui at pipiriki","horizons","hrc","Lowland","Forest","TN","Site",0.395,0.395,0.395,0.395,0.395,1
"hrc-00061","whanganui at wades landing","whanganui at wades landing","horizons","hrc","Lowland","Rural","TN","Site",0.47,0.47,0.47,0.47,0.47,1
"hrc-00062","tu1","Whanganui at Te Maire (NRWQN) (TU1)","horizons","niwa","Upland","Forest","TN","Site",0.465,0.465,0.4795,0.494,0.494,2
"hrc-00063","whanganui at cherry grove","whanganui at cherry grove","horizons","hrc","Upland","Forest","TN","Site",0.31,0.31,0.31,0.31,0.31,1
"hrc-00064","mangawhero at u/s ohakune stp","mangawhero at u/s ohakune stp","horizons","hrc","Upland","Rural","TN","Site",0.275,0.275,0.275,0.275,0.275,1
"hrc-00065","mangaehuehu at u/s rangataua stp","mangaehuehu at u/s rangataua stp","horizons","hrc","Upland","Forest","TN","Site",0.24,0.24,0.24,0.24,0.24,1
"hrc-00066","makotuku at above sewage plant","makotuku at above sewage plant","horizons","hrc","Upland","Rural","TN","Site",0.57,0.57,0.57,0.57,0.57,1
"hrc-00067","pongaroa at u/s pongaroa stp","pongaroa at u/s pongaroa stp","horizons","hrc","Lowland","Rural","TN","Site",0.51,0.51,0.51,0.51,0.51,1
"hrc-00068","porewa at u/s hunterville stp site a","porewa at u/s hunterville stp","horizons","hrc","Upland","Rural","TN","Site",0.83,0.83,0.83,0.83,0.83,1
"hrc-00069","rangitikei at u/s bulls stp","rangitikei at u/s bulls stp","horizons","hrc","Lowland","Rural","TN","Site",0.25,0.25,0.25,0.25,0.25,1
"hrc-00070","rangitawa stream at us halcombe oxpond","rangitawa stream at us halcombe oxpond","horizons","hrc","Lowland","Rural","TN","Site",0.88,0.88,0.88,0.88,0.88,1
"hrc-00071","whangaehu at u/s winstone pulp","whangaehu at u/s winstone pulp","horizons","hrc","Upland","Rural","TN","Site",0.11,0.11,0.11,0.11,0.11,1
"hrc-00072","waitangi at u/s waiouru stp","waitangi at u/s waiouru stp","horizons","hrc","Upland","Rural","TN","Site",0.315,0.315,0.315,0.315,0.315,1
"hrc-00073","piakatutu at u/s sanson stp","piakatutu at u/s sanson stp","horizons","hrc","Lowland","Rural","TN","Site",1.8,1.8,1.8,1.8,1.8,1
"hrc-00074","mangaore at u/s shannon stp","mangaore at u/s shannon stp","horizons","hrc","Lowland","Forest","TN","Site",0.23,0.23,0.23,0.23,0.23,1
"hrc-00075","mangatera at dannevirke","mangatera at dannevirke","horizons","hrc","Lowland","Rural","TN","Site",0.89,0.89,0.89,0.89,0.89,1
"hrc-00076","mangaatua at u/s woodville stp","mangaatua at u/s woodville stp","horizons","hrc","Lowland","Rural","TN","Site",0.7,0.7,0.7,0.7,0.7,1
"hrc-00077","makakahi at u/s eketahuna stp","makakahi at u/s eketahuna stp","horizons","hrc","Upland","Rural","TN","Site",0.415,0.415,0.415,0.415,0.415,1
"hrc-00078","oroua at u/s affco feilding","oroua at u/s affco feilding","horizons","hrc","Lowland","Rural","TN","Site",0.44,0.44,0.44,0.44,0.44,1
"hrc-00079","oroua at u/s feilding stp","oroua at u/s feilding stp","horizons","hrc","Lowland","Rural","TN","Site",0.56,0.56,0.56,0.56,0.56,1
"hrc-00080","manawatu at u/s pncc stp","manawatu at u/s pncc stp","horizons","hrc","Lowland","Rural","TN","Site",0.725,0.725,0.725,0.725,0.725,1
"hrc-00081","manawatu at us fonterra longburn","manawatu at us fonterra longburn","horizons","hrc","Lowland","Rural","TN","Site",0.83,0.83,0.83,0.83,0.83,1
"hrc-00082","manawatu at u/s ppcs shannon","manawatu at u/s ppcs shannon","horizons","hrc","Lowland","Rural","TN","Site",0.9,0.9,0.9,0.9,0.9,1
"hrc-00083","mangatainoka at u/s pahiatua stp","mangatainoka at u/s pahiatua stp","horizons","hrc","Lowland","Rural","TN","Site",1.02,1.02,1.02,1.02,1.02,1
"hrc-00085","tutaenui stream at u/s marton stp","tutaenui stream at u/s marton stp","horizons","hrc","Lowland","Rural","TN","Site",1.72,1.72,1.72,1.72,1.72,1
"hrc-00086","mangarangiora trib at us norsewood stp","mangarangiora trib at us norsewood stp","horizons","hrc","Upland","Rural","TN","Site",1.45,1.45,1.45,1.45,1.45,1
"hrc-00087","unnamed trib of waipu at us ratana stp","unnamed trib of waipu at us ratana stp","horizons","hrc","Lowland","Rural","TN","Site",2.22,2.22,2.22,2.22,2.22,1
"hrc-00088","oroua trib at u/s kimbolton stp","oroua trib at u/s kimbolton stp","horizons","hrc","Upland","Rural","TN","Site",0.595,0.595,0.595,0.595,0.595,1
"hrc-00089","mowhanau stream at footbridge","mowhanau stream at footbridge","horizons","hrc","Lowland","Rural","TN","Site",0.705,0.705,0.705,0.705,0.705,1
"hrc-00090","kai iwi at handley road","kai-iwi at handley road","horizons","hrc","Lowland","Rural","TN","Site",0.83,0.83,0.83,0.83,0.83,1
"hrc-00343","mangatainoka at scarborough konini rd","mangatainoka at scarborough konini rd","horizons","hrc","Lowland","Rural","TN","Site",0.985,0.985,0.985,0.985,0.985,1
"hrc-00344","mangatainoka at u/s tiraumea confluence","mangatainoka at u/s tiraumea confluence","horizons","hrc","Lowland","Rural","TN","Site",0.99,0.99,0.99,0.99,0.99,1
"hrc-00345","kahuterawa at keebles farm","kahuterawa at keebles farm","horizons","hrc","Lowland","Rural","TN","Site",0.32,0.32,0.32,0.32,0.32,1
"hrc-00346","kiwitea at kimbolton rd","kiwitea at kimbolton rd","horizons","hrc","Lowland","Rural","TN","Site",0.85,0.85,0.85,0.85,0.85,1
"hrc-00347","koputaroa at tavistock rd","koputaroa at tavistock rd","horizons","hrc","Lowland","Rural","TN","Site",2.67,2.67,2.67,2.67,2.67,1
"hrc-00348","makakahi at end kaiparoro road","makakahi at end kaiparoro road","horizons","hrc","Upland","Forest","TN","Site",0.1,0.1,0.1,0.1,0.1,1
"hrc-00351","mangatewainui at hardys","mangatewainui at hardys","horizons","hrc","Upland","Rural","TN","Site",0.355,0.355,0.355,0.355,0.355,1
"hrc-00353","turitea at no1 dairy","turitea at no1 dairy","horizons","hrc","Lowland","Rural","TN","Site",0.32,0.32,0.32,0.32,0.32,1
"lawa-100218","hv4","Ngaruroro at Kuripapango (NRWQN) (HV4)","hawkes bay","niwa","Upland","Forest","TN","Site",0.048,0.048,0.048,0.048,0.048,1
"lawa-100228","makaroro river at burnt bridge","533","hawkes bay","hbrc","Upland","Forest","TN","Site",0.1,0.1,0.1,0.1,0.1,1
"lawa-100247","ngatahaka stream at u/s makakahi confl","ngatahaka stream u/s makakahi confluence","horizons","hrc","Upland","Rural","TN","Site",1.17,1.17,1.17,1.17,1.17,1
"lawa-100248","oroua at mangawhata","oroua at mangawhata","horizons","hrc","Lowland","Rural","TN","Site",1.065,1.065,1.065,1.065,1.065,1
"lawa-100249","whanganui at u/s taumarunui stp","whanganui at u/s taumarunui stp","horizons","hrc","Upland","Rural","TN","Site",0.43,0.43,0.43,0.43,0.43,1
"lawa-100329","motu river at matawai conservation area","motu river at matawai conservation area","gisborne","gdc","Upland","Forest","TN","Site",0.1,0.1,0.1,0.1,0.1,1
"lawa-100330","motu river at kotare station bridge","motu river at kotare station bridge","gisborne","gdc","Upland","Rural","TN","Site",0.36,0.36,0.36,0.36,0.36,1
"lawa-100331","motu river above falls","motu river above falls","gisborne","gdc","Upland","Rural","TN","Site",0.45,0.45,0.45,0.45,0.45,1
"lawa-100332","matawai stream at tawai","matawai stream at tawai","gisborne","gdc","Upland","Rural","TN","Site",0.73,0.73,0.73,0.73,0.73,1
"lawa-100333","waihirere str at domain","waihirere str at domain","gisborne","gdc","Lowland","Forest","TN","Site",0.3,0.3,0.3,0.3,0.3,1
"lawa-100336","mangatutu str at sh35-waipahuru bridge","mangatutu str at sh35-waipahuru bridge","gisborne","gdc","Lowland","Rural","TN","Site",0.053,0.053,0.053,0.053,0.053,1
"lawa-100348","mata river at pouturu br","mata river at pouturu br","gisborne","gdc","Upland","Forest","TN","Site",0.18,0.18,0.18,0.18,0.18,1
"lawa-100394","enaki stream d/s site for riparian","enaki stream upstream of mangatarere stream confluence","wellington","gwrc","Lowland","Rural","TN","Site",1.07,1.07,1.07,1.07,1.07,1
"lawa-100395","ml715056","Waiotahe at Toone Rd","bay of plenty","boprc","Lowland","Forest","TN","Site",0.112,0.112,0.112,0.112,0.112,1
"lawa-100396","ji148319","rangitaiki at inlet to aniwhenua canal","bay of plenty","boprc","Lowland","Forest","TN","Site",0.737,0.737,0.737,0.737,0.737,1
"lawa-100475","sq32943","kaiapoi river u/s harpers road","canterbury","ecan","Lowland","Rural","TN","Site",8.35,8.35,8.35,8.35,8.35,1
"lawa-100476","sq21255","waikakahi stream old ferry road","canterbury","ecan","Lowland","Rural","TN","Site",4.3,4.3,4.3,4.3,4.3,1
"lawa-100545","hautapu at papakai road bridge","hautapu at papakai road bridge","horizons","hrc","Upland","Rural","TN","Site",0.275,0.275,0.275,0.275,0.275,1
"lawa-100557","manganui o te ao at ruatiti domain","manganui o te ao at ruatiti domain","horizons","hrc","Upland","Rural","TN","Site",0.15,0.15,0.15,0.15,0.15,1
"lawa-100578","wtr000540","waitara at autawa road","taranaki","trc","Lowland","Rural","TN","Site",0.42,0.42,0.42,0.42,0.42,1
"lawa-100648","kahahakuri stream u/s tukituki confl","2003","hawkes bay","hbrc","Upland","Rural","TN","Site",3.1,3.1,3.1,3.1,3.1,1
"lawa-100668","110603","ngunguru at coalhill lane","northland","nrc","Lowland","Rural","TN","Site",0.24,0.24,0.24,0.24,0.24,1
"lawa-101795","mahiaruhe stream at tutira outlet s.h.2","496","hawkes bay","hbrc","Upland","Rural","TN","Site",0.745,0.745,0.745,0.745,0.745,1
"lawa-101796","ohara stream at big hill road","837","hawkes bay","hbrc","Upland","Rural","TN","Site",0.16,0.16,0.16,0.16,0.16,1
"lawa-101797","ohiwia stream at broughtons br.","841","hawkes bay","hbrc","Lowland","Rural","TN","Site",0.61,0.61,0.61,0.61,0.61,1
"lawa-101798","poporangi stream at ohara stn.","991","hawkes bay","hbrc","Upland","Rural","TN","Site",0.365,0.365,0.365,0.365,0.365,1
"lawa-101799","te ngarue stream d/s kotomangengi","1274","hawkes bay","hbrc","Lowland","Rural","TN","Site",0.67,0.67,0.67,0.67,0.67,1
"lawa-101800","waihua river at waihua valley road","1513","hawkes bay","hbrc","Lowland","Rural","TN","Site",0.42,0.42,0.42,0.42,0.42,1
"lawa-101801","waikoau river at waikoau road","1536","hawkes bay","hbrc","Lowland","Rural","TN","Site",0.28,0.28,0.28,0.28,0.28,1
"lawa-101919","hautapu at d/s taihape stp","hautapu at d/s taihape stp","horizons","hrc","Upland","Rural","TN","Site",0.365,0.365,0.365,0.365,0.365,1
"lawa-101921","l horowhenua inflow at culv d/s queen st","l horowhenua inflow at culv d/s queen st","horizons","hrc","Lowland","Urban","TN","Site",2.1,2.1,2.1,2.1,2.1,1
"lawa-101923","l horowhenua inflow at lindsay road","l horowhenua inflow at lindsay road","horizons","hrc","Lowland","Rural","TN","Site",3.44,3.44,3.44,3.44,3.44,1
"lawa-101925","makakahi at d/s eketahuna stp","makakahi at d/s eketahuna stp","horizons","hrc","Upland","Rural","TN","Site",0.72,0.72,0.72,0.72,0.72,1
"lawa-101929","makotuku at d/s raetihi stp","makotuku at d/s raetihi stp","horizons","hrc","Upland","Rural","TN","Site",0.63,0.63,0.63,0.63,0.63,1
"lawa-101931","manawatu at d/s pncc stp","manawatu at d/s pncc stp","horizons","hrc","Lowland","Rural","TN","Site",0.93,0.93,0.93,0.93,0.93,1
"lawa-101932","manawatu at ds fonterra longburn","manawatu at ds fonterra longburn","horizons","hrc","Lowland","Rural","TN","Site",0.825,0.825,0.825,0.825,0.825,1
"lawa-101933","mangaatua at d/s woodville stp","mangaatua at d/s woodville stp","horizons","hrc","Lowland","Rural","TN","Site",0.98,0.98,0.98,0.98,0.98,1
"lawa-101934","mangaehuehu at d/s rangataua stp","mangaehuehu at d/s rangataua stp","horizons","hrc","Upland","Forest","TN","Site",0.26,0.26,0.26,0.26,0.26,1
"lawa-101936","mangaore at d/s shannon stp","mangaore at d/s shannon stp","horizons","hrc","Lowland","Forest","TN","Site",0.205,0.205,0.205,0.205,0.205,1
"lawa-101937","mangarangiora at d/s ormondville stp","mangarangiora at d/s ormondville stp","horizons","hrc","Upland","Rural","TN","Site",0.905,0.905,0.905,0.905,0.905,1
"lawa-101938","mangarangiora at u/s ormondville stp","mangarangiora at u/s ormondville stp","horizons","hrc","Upland","Rural","TN","Site",0.86,0.86,0.86,0.86,0.86,1
"lawa-101939","mangarangiora trib at ds norsewood stp","mangarangiora trib at ds norsewood stp","horizons","hrc","Upland","Rural","TN","Site",1.58,1.58,1.58,1.58,1.58,1
"lawa-101940","mangatainoka at d/s db breweries","mangatainoka at d/s db breweries","horizons","hrc","Lowland","Rural","TN","Site",1.03,1.03,1.03,1.03,1.03,1
"lawa-101941","mangatainoka at d/s pahiatua stp","mangatainoka at d/s pahiatua stp","horizons","hrc","Lowland","Rural","TN","Site",1.06,1.06,1.06,1.06,1.06,1
"lawa-101942","mangatera at d/s dannevirke stp","mangatera at d/s dannevirke stp","horizons","hrc","Upland","Rural","TN","Site",1.8,1.8,1.8,1.8,1.8,1
"lawa-101943","mangatera at u/s t.d.c. ox ponds","mangatera at u/s t.d.c. ox ponds","horizons","hrc","Upland","Rural","TN","Site",0.985,0.985,0.985,0.985,0.985,1
"lawa-101944","mangawhero at d/s ohakune stp","mangawhero at d/s ohakune stp","horizons","hrc","Upland","Rural","TN","Site",0.385,0.385,0.385,0.385,0.385,1
"lawa-101948","oroua at d/s affco feilding","oroua at d/s affco feilding","horizons","hrc","Lowland","Rural","TN","Site",0.53,0.53,0.53,0.53,0.53,1
"lawa-101949","oroua at d/s feilding stp","oroua at d/s feilding stp","horizons","hrc","Lowland","Rural","TN","Site",1.8,1.8,1.8,1.8,1.8,1
"lawa-101950","oroua tributary at d/s kimbolton stp","oroua tributary at d/s kimbolton stp","horizons","hrc","Upland","Rural","TN","Site",0.76,0.76,0.76,0.76,0.76,1
"lawa-101951","oruakeretaki at d/s ppcs oringi stp","oruakeretaki at d/s ppcs oringi stp","horizons","hrc","Upland","Rural","TN","Site",1.115,1.115,1.115,1.115,1.115,1
"lawa-101952","piakatutu at d/s sanson stp","piakatutu at d/s sanson stp","horizons","hrc","Lowland","Rural","TN","Site",15,15,15,15,15,1
"lawa-101953","pongaroa at d/s pongaroa stp","pongaroa at d/s pongaroa stp","horizons","hrc","Lowland","Rural","TN","Site",0.54,0.54,0.54,0.54,0.54,1
"lawa-101954","porewa at d/s hunterville stp site a","porewa at d/s hunterville stp","horizons","hrc","Upland","Rural","TN","Site",0.87,0.87,0.87,0.87,0.87,1
"lawa-101955","queen street drain at l horowhenua","queen street drain at l horowhenua","horizons","hrc","Lowland","Urban","TN","Site",4.775,4.775,4.775,4.775,4.775,1
"lawa-101956","rangitawa stream at ds halcombe oxpond","rangitawa stream at ds halcombe oxpond","horizons","hrc","Lowland","Rural","TN","Site",2.535,2.535,2.535,2.535,2.535,1
"lawa-101957","rangitikei at d/s riverlands","rangitikei at d/s riverlands","horizons","hrc","Lowland","Rural","TN","Site",0.51,0.51,0.51,0.51,0.51,1
"lawa-101958","rangitikei at us riverlands stp","rangitikei at us riverlands stp","horizons","hrc","Lowland","Rural","TN","Site",0.27,0.27,0.27,0.27,0.27,1
"lawa-101959","tutaenui stream at d/s marton stp","tutaenui stream at d/s marton stp","horizons","hrc","Lowland","Rural","TN","Site",6.74,6.74,6.74,6.74,6.74,1
"lawa-101960","unnamed trib of waipu at ds ratana stp","unnamed trib of waipu at ds ratana stp","horizons","hrc","Lowland","Rural","TN","Site",8.54,8.54,8.54,8.54,8.54,1
"lawa-101962","waitangi at d/s waiouru stp","waitangi at d/s waiouru stp","horizons","hrc","Upland","Rural","TN","Site",0.36,0.36,0.36,0.36,0.36,1
"lawa-101963","whangaehu at d/s winstone pulp","whangaehu at d/s winstone pulp","horizons","hrc","Upland","Rural","TN","Site",0.335,0.335,0.335,0.335,0.335,1
"lawa-102225","sq20497","ashburton river south branch at buicks bridge","canterbury","ecan","Upland","Rural","TN","Site",0.021,0.021,0.021,0.021,0.021,1
"lawa-102226","sq20236","opihi river mouth/milford lagoon","canterbury","ecan","Lowland","Rural","TN","Site",0.965,0.965,0.965,0.965,0.965,1
"lawa-102227","sq34420","hurunui river above swing bridge","canterbury","ecan","Lowland","Rural","TN","Site",0.385,0.385,0.385,0.385,0.385,1
"lawa-102234","awapuni drain site 6 u/s of rayonier at fenceline","awapuni drain site 6","gisborne","gdc","Lowland","Rural","TN","Site",1.7,1.7,1.7,1.7,1.7,1
"lawa-102239","1043837","papakura @ alfriston-ardmore rd","auckland","ac","Lowland","Rural","TN","Site",0.74,0.74,0.74,0.74,0.74,1
"lawa-102294","rw borck @ 400m ds queen st","borck at 400m d-s queen st","tasman","tdc","Lowland","Urban","TN","Site",6,6,6,6,6,1
"lawa-102296","rw motupiko @ 250m u-s motueka rv","motupiko at 250m u-s motueka rv","tasman","tdc","Lowland","Rural","TN","Site",0.485,0.485,0.485,0.485,0.485,1
"lawa-102297","rw moutere @ riverside","moutere at riverside","tasman","tdc","Lowland","Rural","TN","Site",0.82,0.82,0.82,0.82,0.82,1
"lawa-102298","rw neimann ck @ 600m us lansdowne rd","neimann at 600m u-s lansdowne rd","tasman","tdc","Lowland","Rural","TN","Site",3.1,3.1,3.1,3.1,3.1,1
"lawa-102299","rw takaka @ lindsays br","takaka at lindsays br","tasman","tdc","Lowland","Rural","TN","Site",0.119,0.119,0.119,0.119,0.119,1
"lawa-102300","rw mangles @ 5km u-s buller","mangles at 5km u-s buller","tasman","tdc","Upland","Rural","TN","Site",0.375,0.375,0.375,0.375,0.375,1
"lawa-102301","rw wairoa @ sh6","wairoa at sh6","tasman","tdc","Lowland","Rural","TN","Site",0.1095,0.1095,0.1095,0.1095,0.1095,1
"lawa-102302","rw wai-iti @ 400m d-s waimea w rd","wai-iti at 400m d-s waimea west rd","tasman","tdc","Lowland","Rural","TN","Site",1.21,1.21,1.21,1.21,1.21,1
