"Site","Bore","Var","StartDate","EndDate","nMeas","MinVal","MaxVal"
"LAWA-100767","E46/0092","Nitrate nitrogen","2015-06-09","2019-06-19","26","5.7","9.8"
"LAWA-100767","E46/0092","Nitrogen - Other","2015-06-09","2019-06-19","39","0.001","9.9"
"LAWA-100767","E46/0092","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100777","E46/0093","Ammoniacal nitrogen","2018-10-03","2018-10-03","1","0.005","0.005"
"LAWA-100777","E46/0093","Chloride","2018-10-03","2018-10-03","1","23","23"
"LAWA-100777","E46/0093","Dissolved reactive phosphorus","2018-10-03","2018-10-03","1","0.014","0.014"
"LAWA-100777","E46/0093","E.coli","2018-10-03","2018-10-03","1","0.5","0.5"
"LAWA-100777","E46/0093","Electrical conductivity/salinity","2018-10-03","2018-10-03","1","236","236"
"LAWA-100777","E46/0093","Nitrate nitrogen","2018-10-03","2018-10-03","2","4.9","4.9"
"LAWA-100777","E46/0093","Nitrogen - Other","2018-10-03","2018-10-03","3","0.001","4.9"
"LAWA-100777","E46/0093","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100761","E46/0094","Ammoniacal nitrogen","2015-03-19","2019-06-16","18","0.005","0.028"
"LAWA-100761","E46/0094","Chloride","2015-03-19","2019-06-16","18","27","34"
"LAWA-100761","E46/0094","Dissolved reactive phosphorus","2015-03-19","2019-06-16","18","0.004","0.044"
"LAWA-100761","E46/0094","E.coli","2015-03-19","2019-06-16","18","0.5","0.5"
"LAWA-100761","E46/0094","Electrical conductivity/salinity","2015-03-19","2019-06-16","18","281","302"
"LAWA-100761","E46/0094","Nitrate nitrogen","2015-03-19","2019-06-16","36","1.29","2"
"LAWA-100761","E46/0094","Nitrogen - Other","2015-03-19","2019-06-16","54","0.001","2"
"LAWA-100761","E46/0094","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100759","E46/0097","Ammoniacal nitrogen","2015-06-16","2019-06-20","17","0.005","0.018"
"LAWA-100759","E46/0097","Chloride","2015-06-16","2019-06-20","17","28","31"
"LAWA-100759","E46/0097","Dissolved reactive phosphorus","2015-06-16","2019-06-20","17","0.002","0.014"
"LAWA-100759","E46/0097","E.coli","2015-06-16","2019-06-20","17","0.5","613"
"LAWA-100759","E46/0097","Electrical conductivity/salinity","2015-06-16","2019-06-20","17","180","202"
"LAWA-100759","E46/0097","Nitrate nitrogen","2015-06-16","2019-06-20","34","4.9","6"
"LAWA-100759","E46/0097","Nitrogen - Other","2015-06-16","2019-06-20","51","0.001","6"
"LAWA-100759","E46/0097","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100762","E46/0099","Ammoniacal nitrogen","2015-03-18","2019-07-18","17","0.005","0.012"
"LAWA-100762","E46/0099","Chloride","2015-03-18","2019-07-18","17","40","45"
"LAWA-100762","E46/0099","Dissolved reactive phosphorus","2015-03-18","2019-07-18","17","0.011","0.076"
"LAWA-100762","E46/0099","E.coli","2015-03-18","2019-07-18","17","0.5","11"
"LAWA-100762","E46/0099","Electrical conductivity/salinity","2015-03-18","2019-07-18","17","273","295"
"LAWA-100762","E46/0099","Nitrate nitrogen","2015-03-18","2019-07-18","34","5.1","7.4"
"LAWA-100762","E46/0099","Nitrogen - Other","2015-03-18","2019-07-18","46","0.001","7.4"
"LAWA-100762","E46/0099","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-101026","E48/0013","Ammoniacal nitrogen","2019-02-08","2019-02-08","1","0.043","0.043"
"LAWA-101026","E48/0013","Chloride","2019-02-08","2019-02-08","1","40","40"
"LAWA-101026","E48/0013","Dissolved reactive phosphorus","2019-02-08","2019-02-08","1","0.023","0.023"
"LAWA-101026","E48/0013","E.coli",NA,NA,"0","Inf","-Inf"
"LAWA-101026","E48/0013","Electrical conductivity/salinity","2019-02-08","2019-02-08","1","260","260"
"LAWA-101026","E48/0013","Nitrate nitrogen","2019-02-08","2019-02-08","2","1","1"
"LAWA-101026","E48/0013","Nitrogen - Other","2019-02-08","2019-02-08","3","0.001","1.04"
"LAWA-101026","E48/0013","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100800","F44/0018","Ammoniacal nitrogen","2015-06-05","2019-06-19","17","0.005","0.005"
"LAWA-100800","F44/0018","Chloride","2015-06-05","2019-06-19","17","16.8","18.5"
"LAWA-100800","F44/0018","Dissolved reactive phosphorus","2015-06-05","2019-06-19","17","0.002","0.002"
"LAWA-100800","F44/0018","E.coli","2015-06-05","2019-06-19","17","0.5","40"
"LAWA-100800","F44/0018","Electrical conductivity/salinity","2015-06-05","2019-06-19","17","188","216"
"LAWA-100800","F44/0018","Nitrate nitrogen","2015-06-05","2019-06-19","34","11","14.7"
"LAWA-100800","F44/0018","Nitrogen - Other","2015-06-05","2019-06-19","51","0.001","14.7"
"LAWA-100800","F44/0018","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100771","F44/0039","Ammoniacal nitrogen","2015-03-18","2017-03-22","8","0.005","0.005"
"LAWA-100771","F44/0039","Chloride","2015-03-18","2017-03-22","8","4.4","5"
"LAWA-100771","F44/0039","Dissolved reactive phosphorus","2015-03-18","2017-03-22","8","0.016","0.018"
"LAWA-100771","F44/0039","E.coli","2015-03-18","2017-03-22","8","0.5","0.5"
