"LawaSiteID","CouncilSiteID","Date","QC","Measurement","Value","Agency"
"LAWA-102736","Oakley @ Walmsley Park","08-Feb-19","QC10","MCI",67.5,"ac"
"LAWA-102737","Oakley @ War Memorial Park","04-Feb-14","QC10","MCI",62.5,"ac"
"LAWA-102737","Oakley @ War Memorial Park","09-Jan-15","QC10","MCI",67.5,"ac"
"LAWA-102737","Oakley @ War Memorial Park","27-Jan-16","QC10","MCI",67.1,"ac"
"LAWA-102737","Oakley @ War Memorial Park","13-Jan-17","QC10","MCI",67.3,"ac"
"LAWA-102737","Oakley @ War Memorial Park","24-Jan-18","QC10","MCI",62.9,"ac"
"LAWA-102737","Oakley @ War Memorial Park","08-Feb-19","QC10","MCI",62,"ac"
"LAWA-102738","Oakley Creek @ May Road","21-Jan-11","QC10","MCI",62,"ac"
"LAWA-102738","Oakley Creek @ May Road","07-Feb-12","QC10","MCI",68.9,"ac"
"LAWA-102738","Oakley Creek @ May Road","13-Feb-13","QC10","MCI",72.1,"ac"
"LAWA-102738","Oakley Creek @ May Road","04-Feb-14","QC10","MCI",67.1,"ac"
"LAWA-102738","Oakley Creek @ May Road","09-Jan-15","QC10","MCI",70,"ac"
"LAWA-102738","Oakley Creek @ May Road","12-Jan-17","QC10","MCI",67,"ac"
"LAWA-102738","Oakley Creek @ May Road","24-Jan-18","QC10","MCI",76.7,"ac"
"LAWA-102738","Oakley Creek @ May Road","08-Feb-19","QC10","MCI",72.6,"ac"
"ARC-00010","Oakley LTB","26-Mar-04","QC10","MCI",52.3,"ac"
"ARC-00010","Oakley LTB","22-Feb-05","QC10","MCI",65.3,"ac"
"ARC-00010","Oakley LTB","13-Apr-06","QC22","MCI",56.8,"ac"
"ARC-00010","Oakley LTB","15-Feb-07","QC22","MCI",58.9,"ac"
"ARC-00010","Oakley LTB","08-Feb-08","QC10","MCI",64.5,"ac"
"ARC-00010","Oakley LTB","03-Mar-09","QC10","MCI",57.2,"ac"
"ARC-00010","Oakley LTB","29-Jan-10","QC10","MCI",62.9,"ac"
"ARC-00010","Oakley LTB","03-Feb-11","QC10","MCI",69.5,"ac"
"ARC-00010","Oakley LTB","01-Feb-12","QC10","MCI",67.7,"ac"
"ARC-00010","Oakley LTB","07-Feb-13","QC10","MCI",63.5,"ac"
"ARC-00010","Oakley LTB","31-Jan-14","QC10","MCI",70.2,"ac"
"ARC-00010","Oakley LTB","06-Jan-15","QC10","MCI",69.6,"ac"
"ARC-00010","Oakley LTB","27-Jan-16","QC10","MCI",69.7,"ac"
"ARC-00010","Oakley LTB","13-Jan-17","QC10","MCI",69.5,"ac"
"ARC-00010","Oakley LTB","30-Jan-18","QC10","MCI",62.2,"ac"
"ARC-00010","Oakley LTB","08-Feb-19","QC10","MCI",67.6,"ac"
"ARC-00135","Okura Trib 1","08-Apr-03","QC140","MCI",112,"ac"
"ARC-00135","Okura Trib 1","05-Mar-04","QC10","MCI",112.7,"ac"
"ARC-00135","Okura Trib 1","03-Feb-05","QC10","MCI",114.6,"ac"
"ARC-00135","Okura Trib 1","21-Feb-07","QC22","MCI",117,"ac"
"ARC-00135","Okura Trib 1","11-Feb-08","QC10","MCI",111.7,"ac"
"ARC-00135","Okura Trib 1","11-Feb-09","QC10","MCI",105.1,"ac"
"ARC-00135","Okura Trib 1","28-Jan-10","QC10","MCI",106.4,"ac"
"ARC-00135","Okura Trib 1","10-Feb-11","QC10","MCI",107.2,"ac"
"ARC-00135","Okura Trib 1","03-Feb-12","QC10","MCI",101.8,"ac"
"ARC-00135","Okura Trib 1","15-Feb-13","QC10","MCI",100.5,"ac"
"ARC-00135","Okura Trib 1","20-Jan-14","QC10","MCI",90.8,"ac"
"ARC-00135","Okura Trib 1","27-Jan-15","QC10","MCI",90,"ac"
"ARC-00135","Okura Trib 1","03-Feb-16","QC10","MCI",90.8,"ac"
"ARC-00135","Okura Trib 1","10-Feb-17","QC10","MCI",94,"ac"
"ARC-00135","Okura Trib 1","14-Mar-18","QC10","MCI",82.2,"ac"
"ARC-00135","Okura Trib 1","25-Jan-19","QC10","MCI",98,"ac"
"ARC-00134","Okura Trib 2","09-Apr-03","QC140","MCI",111.7,"ac"
"ARC-00134","Okura Trib 2","11-Mar-04","QC10","MCI",118.7,"ac"
"ARC-00134","Okura Trib 2","10-Mar-05","QC10","MCI",117.5,"ac"
"ARC-00134","Okura Trib 2","08-Feb-07","QC22","MCI",113.3,"ac"
"ARC-00134","Okura Trib 2","14-Feb-08","QC10","MCI",110.9,"ac"
"ARC-00134","Okura Trib 2","10-Feb-09","QC10","MCI",97,"ac"
"ARC-00134","Okura Trib 2","11-Feb-10","QC10","MCI",99.1,"ac"
"ARC-00134","Okura Trib 2","10-Feb-11","QC10","MCI",104,"ac"
"ARC-00134","Okura Trib 2","03-Feb-12","QC10","MCI",108,"ac"
"ARC-00134","Okura Trib 2","15-Feb-13","QC10","MCI",89.7,"ac"
"ARC-00134","Okura Trib 2","20-Jan-14","QC10","MCI",107,"ac"
"ARC-00134","Okura Trib 2","27-Jan-15","QC10","MCI",100.9,"ac"
"ARC-00134","Okura Trib 2","03-Feb-16","QC10","MCI",93.6,"ac"
"ARC-00134","Okura Trib 2","10-Feb-17","QC10","MCI",105.7,"ac"
"ARC-00134","Okura Trib 2","14-Mar-18","QC10","MCI",101.3,"ac"
"ARC-00134","Okura Trib 2","05-Feb-19","QC10","MCI",106.6,"ac"
"ARC-00013","Opanuku Stream","17-Mar-04","QC10","MCI",103.2,"ac"
"ARC-00013","Opanuku Stream","23-Feb-05","QC10","MCI",90,"ac"
"ARC-00013","Opanuku Stream","03-Mar-06","QC22","MCI",83.3,"ac"
"ARC-00013","Opanuku Stream","01-Feb-07","QC22","MCI",104.8,"ac"
"ARC-00013","Opanuku Stream","01-Feb-08","QC10","MCI",84,"ac"
"ARC-00013","Opanuku Stream","02-Feb-09","QC10","MCI",80,"ac"
"ARC-00013","Opanuku Stream","26-Jan-10","QC10","MCI",92.3,"ac"
"ARC-00013","Opanuku Stream","28-Jan-11","QC10","MCI",85.6,"ac"
"ARC-00013","Opanuku Stream","07-Feb-12","QC10","MCI",83.6,"ac"
"ARC-00013","Opanuku Stream","13-Feb-13","QC10","MCI",83.6,"ac"
"ARC-00013","Opanuku Stream","21-Jan-14","QC10","MCI",90.8,"ac"
"ARC-00013","Opanuku Stream","21-Jan-15","QC10","MCI",85.3,"ac"
"ARC-00013","Opanuku Stream","02-Feb-16","QC10","MCI",83.1,"ac"
"ARC-00013","Opanuku Stream","16-Jan-17","QC10","MCI",93.7,"ac"
"ARC-00013","Opanuku Stream","29-Mar-18","QC10","MCI",101.1,"ac"
"ARC-00013","Opanuku Stream","14-Feb-19","QC10","MCI",96.4,"ac"
"ARC-00138","Orere B","23-Mar-04","QC10","MCI",139.3,"ac"
"ARC-00138","Orere B","21-Mar-05","QC10","MCI",140.7,"ac"
"ARC-00138","Orere B","21-Mar-06","QC22","MCI",147,"ac"
"ARC-00138","Orere B","07-Feb-07","QC22","MCI",144.3,"ac"
"ARC-00138","Orere B","26-Feb-08","QC10","MCI",131.7,"ac"
"ARC-00138","Orere B","13-Feb-09","QC10","MCI",128.2,"ac"
"ARC-00138","Orere B","03-Feb-10","QC10","MCI",132,"ac"
"ARC-00138","Orere B","02-Feb-11","QC10","MCI",130.8,"ac"
"ARC-00138","Orere B","26-Jan-12","QC10","MCI",137.1,"ac"
"ARC-00138","Orere B","20-Mar-13","QC10","MCI",127.3,"ac"
"ARC-00138","Orere B","23-Jan-14","QC10","MCI",145,"ac"
"ARC-00138","Orere B","28-Jan-15","QC10","MCI",137.3,"ac"
"ARC-00138","Orere B","21-Jan-16","QC10","MCI",136.9,"ac"
"ARC-00138","Orere B","08-Feb-17","QC10","MCI",131.4,"ac"
"ARC-00138","Orere B","02-Mar-18","QC10","MCI",133.5,"ac"
"ARC-00138","Orere B","31-Jan-19","QC10","MCI",126.2,"ac"
"ARC-00139","Otanerua","16-Mar-04","QC10","MCI",120.7,"ac"
"ARC-00139","Otanerua","22-Mar-05","QC10","MCI",130.5,"ac"
"ARC-00139","Otanerua","07-Mar-08","QC10","MCI",116,"ac"
"ARC-00139","Otanerua","05-Mar-09","QC10","MCI",116.1,"ac"
"ARC-00139","Otanerua","19-Feb-10","QC10","MCI",117.7,"ac"
"ARC-00139","Otanerua","26-Jan-11","QC10","MCI",121.6,"ac"
"ARC-00139","Otanerua","20-Jan-12","QC10","MCI",124.4,"ac"
"ARC-00139","Otanerua","08-Feb-13","QC10","MCI",121.8,"ac"
"ARC-00139","Otanerua","17-Jan-14","QC10","MCI",110.1,"ac"
"ARC-00139","Otanerua","21-Jan-15","QC10","MCI",102.4,"ac"
"ARC-00139","Otanerua","03-Feb-16","QC10","MCI",104.4,"ac"
"ARC-00139","Otanerua","16-Feb-17","QC10","MCI",119.7,"ac"
"ARC-00139","Otanerua","21-Mar-18","QC10","MCI",117.1,"ac"
"ARC-00139","Otanerua","29-Jan-19","QC10","MCI",98.5,"ac"
"ARC-00016","Otara LTB","19-Mar-04","QC10","MCI",43.3,"ac"
"ARC-00016","Otara LTB","16-Mar-05","QC10","MCI",60.9,"ac"
"ARC-00016","Otara LTB","13-Apr-06","QC22","MCI",49.1,"ac"
"ARC-00016","Otara LTB","15-Feb-07","QC22","MCI",49,"ac"
"ARC-00016","Otara LTB","08-Feb-08","QC10","MCI",59.2,"ac"
"ARC-00016","Otara LTB","18-Feb-09","QC10","MCI",46.5,"ac"
"ARC-00016","Otara LTB","27-Jan-10","QC10","MCI",54.9,"ac"
"ARC-00016","Otara LTB","21-Jan-11","QC10","MCI",43.3,"ac"
"ARC-00016","Otara LTB","08-Feb-12","QC10","MCI",47.8,"ac"
"ARC-00016","Otara LTB","12-Feb-13","QC10","MCI",42.3,"ac"
"ARC-00016","Otara LTB","29-Jan-14","QC10","MCI",53.4,"ac"
"ARC-00016","Otara LTB","13-Jan-15","QC10","MCI",43.1,"ac"
"ARC-00016","Otara LTB","19-Jan-17","QC10","MCI",58.5,"ac"
"ARC-00016","Otara LTB","22-Jan-19","QC10","MCI",51.8,"ac"
"ARC-00017","Oteha LTB","12-Mar-04","QC10","MCI",53.6,"ac"
"ARC-00017","Oteha LTB","24-Mar-05","QC10","MCI",78.9,"ac"
"ARC-00017","Oteha LTB","30-Mar-06","QC22","MCI",54.4,"ac"
"ARC-00017","Oteha LTB","07-Feb-07","QC22","MCI",62,"ac"
"ARC-00017","Oteha LTB","20-Feb-08","QC10","MCI",56.2,"ac"
"ARC-00017","Oteha LTB","29-Jan-09","QC10","MCI",65.2,"ac"
"ARC-00017","Oteha LTB","29-Jan-10","QC10","MCI",68.9,"ac"
"ARC-00017","Oteha LTB","03-Feb-11","QC10","MCI",67.1,"ac"
"ARC-00017","Oteha LTB","08-Feb-12","QC10","MCI",73.2,"ac"
"ARC-00017","Oteha LTB","12-Feb-13","QC10","MCI",63.4,"ac"
"ARC-00017","Oteha LTB","21-Jan-14","QC10","MCI",53.5,"ac"
"ARC-00017","Oteha LTB","22-Jan-15","QC10","MCI",52.9,"ac"
"ARC-00017","Oteha LTB","25-Jan-16","QC10","MCI",69.5,"ac"
"ARC-00017","Oteha LTB","27-Jan-17","QC10","MCI",75.3,"ac"
"ARC-00017","Oteha LTB","25-Jan-18","QC10","MCI",66.8,"ac"
"ARC-00017","Oteha LTB","29-Jan-19","QC10","MCI",58.9,"ac"
"LAWA-102739","Pakuranga @ Botany Rd","20-Jan-11","QC10","MCI",60,"ac"
"LAWA-102739","Pakuranga @ Botany Rd","31-Jan-12","QC10","MCI",71.4,"ac"
"LAWA-102739","Pakuranga @ Botany Rd","16-Jan-15","QC10","MCI",70,"ac"
"LAWA-102739","Pakuranga @ Botany Rd","26-Jan-16","QC10","MCI",63.3,"ac"
"LAWA-102739","Pakuranga @ Botany Rd","22-Jan-19","QC10","MCI",72,"ac"
"ARC-00021","Papakura LTB","19-Mar-04","QC10","MCI",56.5,"ac"
"ARC-00021","Papakura LTB","18-Feb-05","QC10","MCI",59,"ac"
"ARC-00021","Papakura LTB","10-Mar-06","QC22","MCI",59.5,"ac"
"ARC-00021","Papakura LTB","15-Feb-07","QC22","MCI",52.9,"ac"
"ARC-00021","Papakura LTB","08-Feb-08","QC10","MCI",60.8,"ac"
"ARC-00021","Papakura LTB","18-Feb-09","QC10","MCI",53.6,"ac"
"ARC-00021","Papakura LTB","27-Jan-10","QC10","MCI",60.6,"ac"
"ARC-00021","Papakura LTB","20-Jan-11","QC10","MCI",57.5,"ac"
"ARC-00021","Papakura LTB","25-Jan-12","QC10","MCI",56.4,"ac"
"ARC-00021","Papakura LTB","12-Mar-13","QC10","MCI",61.9,"ac"
"ARC-00021","Papakura LTB","29-Jan-14","QC10","MCI",49.8,"ac"
"ARC-00021","Papakura LTB","13-Jan-15","QC10","MCI",51.7,"ac"
"ARC-00021","Papakura LTB","03-Feb-17","QC10","MCI",57,"ac"
"ARC-00021","Papakura LTB","23-Jan-19","QC10","MCI",65,"ac"
"ARC-00037","Papakura Trib @ Alfriston Rd","27-Jan-11","QC10","MCI",60.8,"ac"
"ARC-00037","Papakura Trib @ Alfriston Rd","25-Jan-12","QC10","MCI",67.4,"ac"
"ARC-00037","Papakura Trib @ Alfriston Rd","08-Feb-13","QC10","MCI",57.7,"ac"
"ARC-00037","Papakura Trib @ Alfriston Rd","28-Jan-14","QC10","MCI",65.9,"ac"
"ARC-00037","Papakura Trib @ Alfriston Rd","13-Jan-15","QC10","MCI",70.6,"ac"
"ARC-00037","Papakura Trib @ Alfriston Rd","22-Jan-16","QC10","MCI",67.4,"ac"
"ARC-00037","Papakura Trib @ Alfriston Rd","03-Feb-17","QC10","MCI",69.4,"ac"
"ARC-00037","Papakura Trib @ Alfriston Rd","20-Feb-18","QC10","MCI",72.5,"ac"
"ARC-00037","Papakura Trib @ Alfriston Rd","31-Jan-19","QC10","MCI",67.6,"ac"
"ARC-00141","Puhinui Upper (HB)","26-Feb-04","QC10","MCI",100.9,"ac"
"ARC-00141","Puhinui Upper (HB)","03-Mar-05","QC10","MCI",87.5,"ac"
"ARC-00141","Puhinui Upper (HB)","31-Mar-06","QC22","MCI",97.5,"ac"
"ARC-00141","Puhinui Upper (HB)","31-Jan-07","QC22","MCI",94.4,"ac"
"ARC-00141","Puhinui Upper (HB)","31-Jan-08","QC10","MCI",96.7,"ac"
"ARC-00141","Puhinui Upper (HB)","28-Jan-09","QC10","MCI",97,"ac"
"ARC-00141","Puhinui Upper (HB)","25-Jan-10","QC10","MCI",99,"ac"
"ARC-00141","Puhinui Upper (HB)","20-Jan-11","QC10","MCI",99.3,"ac"
"ARC-00141","Puhinui Upper (HB)","27-Jan-12","QC10","MCI",105.2,"ac"
"ARC-00141","Puhinui Upper (HB)","12-Mar-13","QC10","MCI",89.6,"ac"
"ARC-00141","Puhinui Upper (HB)","22-Jan-16","QC10","MCI",92.5,"ac"
"ARC-00141","Puhinui Upper (HB)","20-Feb-18","QC10","MCI",99.3,"ac"
"ARC-00141","Puhinui Upper (HB)","23-Jan-19","QC10","MCI",98.1,"ac"
"ARC-00031","Riverhead","15-Mar-05","QC10","MCI",115.1,"ac"
"ARC-00031","Riverhead","23-Mar-06","QC22","MCI",108,"ac"
"ARC-00031","Riverhead","22-Feb-07","QC22","MCI",116.1,"ac"
"ARC-00031","Riverhead","06-Mar-08","QC10","MCI",106.1,"ac"
"ARC-00031","Riverhead","03-Feb-09","QC10","MCI",105.7,"ac"
"ARC-00031","Riverhead","27-Jan-10","QC10","MCI",109.7,"ac"
"ARC-00031","Riverhead","28-Jan-11","QC10","MCI",112.1,"ac"
"ARC-00031","Riverhead","13-Feb-12","QC10","MCI",110.7,"ac"
"ARC-00031","Riverhead","01-Feb-13","QC10","MCI",108.2,"ac"
"ARC-00031","Riverhead","28-Jan-16","QC10","MCI",111.4,"ac"
"ARC-00031","Riverhead","26-Jan-17","QC10","MCI",108.3,"ac"
"ARC-00031","Riverhead","30-Jan-19","QC10","MCI",90.1,"ac"
"LAWA-102740","Tararata Creek @ Elmdon Street","27-Jan-11","QC10","MCI",50.3,"ac"
"LAWA-102740","Tararata Creek @ Elmdon Street","08-Feb-12","QC10","MCI",49.2,"ac"
"LAWA-102740","Tararata Creek @ Elmdon Street","13-Jan-15","QC10","MCI",44.8,"ac"
"LAWA-102740","Tararata Creek @ Elmdon Street","25-Jan-18","QC10","MCI",38.1,"ac"
"LAWA-102740","Tararata Creek @ Elmdon Street","22-Jan-19","QC10","MCI",42.9,"ac"
"LAWA-102741","Te Muri @ Fenceline","24-Jan-14","QC10","MCI",84.2,"ac"
"LAWA-102741","Te Muri @ Fenceline","14-Jan-15","QC10","MCI",79.7,"ac"
"LAWA-102741","Te Muri @ Fenceline","15-Feb-16","QC10","MCI",70.9,"ac"
"LAWA-102741","Te Muri @ Fenceline","16-Feb-18","QC10","MCI",79,"ac"
"LAWA-102741","Te Muri @ Fenceline","04-Feb-19","QC10","MCI",65.6,"ac"
"LAWA-102742","Te Muri @ Weir","24-Jan-14","QC10","MCI",71.8,"ac"
"LAWA-102742","Te Muri @ Weir","14-Jan-15","QC10","MCI",76.4,"ac"
"LAWA-102742","Te Muri @ Weir","15-Feb-16","QC10","MCI",91.7,"ac"
"LAWA-102742","Te Muri @ Weir","16-Feb-18","QC10","MCI",77.3,"ac"
"LAWA-102742","Te Muri @ Weir","04-Feb-19","QC10","MCI",79.9,"ac"
"LAWA-102743","Tryphena @ Medlands Rd","16-Mar-16","QC10","MCI",86.2,"ac"
"LAWA-102743","Tryphena @ Medlands Rd","29-Mar-17","QC10","MCI",87.5,"ac"
"LAWA-102743","Tryphena @ Medlands Rd","07-Mar-19","QC10","MCI",83.6,"ac"
"ARC-00024","Vaughan Lower","15-Jan-04","QC10","MCI",47.5,"ac"
"ARC-00024","Vaughan Lower","21-Feb-05","QC10","MCI",59.3,"ac"
"ARC-00024","Vaughan Lower","01-Mar-06","QC22","MCI",53.5,"ac"
"ARC-00024","Vaughan Lower","20-Feb-07","QC22","MCI",51.6,"ac"
"ARC-00024","Vaughan Lower","05-Feb-08","QC10","MCI",65.7,"ac"
"ARC-00024","Vaughan Lower","04-Feb-09","QC10","MCI",53.1,"ac"
"ARC-00024","Vaughan Lower","28-Jan-10","QC10","MCI",67.6,"ac"
"ARC-00024","Vaughan Lower","10-Feb-11","QC10","MCI",63.2,"ac"
"ARC-00024","Vaughan Lower","03-Feb-12","QC10","MCI",70.3,"ac"
"ARC-00024","Vaughan Lower","18-Feb-13","QC10","MCI",65,"ac"
"ARC-00024","Vaughan Lower","23-Jan-14","QC10","MCI",55.2,"ac"
"ARC-00024","Vaughan Lower","14-Jan-15","QC10","MCI",59.8,"ac"
"ARC-00024","Vaughan Lower","03-Feb-16","QC10","MCI",62.2,"ac"
"ARC-00024","Vaughan Lower","25-Jan-17","QC10","MCI",64.7,"ac"
"ARC-00024","Vaughan Lower","14-Mar-18","QC10","MCI",48.8,"ac"
"ARC-00024","Vaughan Lower","25-Jan-19","QC10","MCI",50.3,"ac"
"ARC-00146","Vaughan Upper","17-Mar-04","QC10","MCI",121.9,"ac"
"ARC-00146","Vaughan Upper","10-Mar-05","QC10","MCI",123.1,"ac"
"ARC-00146","Vaughan Upper","30-Mar-06","QC22","MCI",120.7,"ac"
"ARC-00146","Vaughan Upper","20-Feb-07","QC22","MCI",126.5,"ac"
"ARC-00146","Vaughan Upper","05-Feb-08","QC10","MCI",122.4,"ac"
"ARC-00146","Vaughan Upper","04-Feb-09","QC10","MCI",107.9,"ac"
"ARC-00146","Vaughan Upper","02-Feb-10","QC10","MCI",120.3,"ac"
"ARC-00146","Vaughan Upper","07-Feb-11","QC10","MCI",114.6,"ac"
"ARC-00146","Vaughan Upper","03-Feb-12","QC10","MCI",120.6,"ac"
"ARC-00146","Vaughan Upper","15-Feb-13","QC10","MCI",110.6,"ac"
"ARC-00146","Vaughan Upper","23-Jan-14","QC10","MCI",113.4,"ac"
"ARC-00146","Vaughan Upper","14-Jan-15","QC10","MCI",117.3,"ac"
"ARC-00146","Vaughan Upper","01-Feb-17","QC10","MCI",109.7,"ac"
"ARC-00146","Vaughan Upper","25-Jan-19","QC10","MCI",115.5,"ac"
"ARC-00030","Wairoa @ Caitchen Rd Trib","17-Feb-09","QC10","MCI",128.4,"ac"
"ARC-00030","Wairoa @ Caitchen Rd Trib","25-Jan-10","QC10","MCI",135,"ac"
"ARC-00030","Wairoa @ Caitchen Rd Trib","20-Jan-11","QC10","MCI",133.1,"ac"
"ARC-00030","Wairoa @ Caitchen Rd Trib","07-Feb-12","QC10","MCI",125.9,"ac"
"ARC-00030","Wairoa @ Caitchen Rd Trib","08-Feb-13","QC10","MCI",133.3,"ac"
"ARC-00030","Wairoa @ Caitchen Rd Trib","28-Jan-14","QC10","MCI",137.5,"ac"
"ARC-00030","Wairoa @ Caitchen Rd Trib","29-Jan-15","QC10","MCI",127.1,"ac"
"ARC-00030","Wairoa @ Caitchen Rd Trib","20-Jan-16","QC10","MCI",137.5,"ac"
"ARC-00030","Wairoa @ Caitchen Rd Trib","24-Jan-17","QC10","MCI",122.3,"ac"
"ARC-00030","Wairoa @ Caitchen Rd Trib","22-Feb-18","QC10","MCI",133.3,"ac"
"ARC-00030","Wairoa @ Caitchen Rd Trib","11-Feb-19","QC10","MCI",132.1,"ac"
"ARC-00025","Wairoa LTB","19-Mar-04","QC10","MCI",112.3,"ac"
"ARC-00025","Wairoa LTB","18-Feb-05","QC10","MCI",111.4,"ac"
"ARC-00025","Wairoa LTB","24-Mar-06","QC22","MCI",111.5,"ac"
"ARC-00025","Wairoa LTB","19-Feb-07","QC22","MCI",109.9,"ac"
"ARC-00025","Wairoa LTB","12-Feb-08","QC10","MCI",98.2,"ac"
"ARC-00025","Wairoa LTB","17-Feb-09","QC10","MCI",114.5,"ac"
"ARC-00025","Wairoa LTB","25-Jan-10","QC10","MCI",117,"ac"
"ARC-00025","Wairoa LTB","05-Feb-11","QC10","MCI",95.4,"ac"
"ARC-00025","Wairoa LTB","25-Jan-12","QC10","MCI",83,"ac"
"ARC-00025","Wairoa LTB","08-Feb-13","QC10","MCI",98.1,"ac"
"ARC-00025","Wairoa LTB","28-Jan-14","QC10","MCI",103.5,"ac"
"ARC-00025","Wairoa LTB","29-Jan-15","QC10","MCI",92.6,"ac"
"ARC-00025","Wairoa LTB","20-Jan-16","QC10","MCI",86.6,"ac"
"ARC-00025","Wairoa LTB","24-Jan-17","QC10","MCI",92.5,"ac"
"ARC-00025","Wairoa LTB","20-Feb-18","QC10","MCI",92.1,"ac"
"ARC-00025","Wairoa LTB","31-Jan-19","QC10","MCI",88.7,"ac"
"ARC-00028","Waitangi Stream","19-Mar-09","QC10","MCI",62.2,"ac"
"ARC-00028","Waitangi Stream","26-Jan-10","QC10","MCI",73.3,"ac"
"ARC-00028","Waitangi Stream","04-Feb-11","QC10","MCI",55.1,"ac"
"ARC-00028","Waitangi Stream","23-Jan-12","QC10","MCI",50,"ac"
"ARC-00028","Waitangi Stream","18-Feb-13","QC10","MCI",60.2,"ac"
"ARC-00028","Waitangi Stream","19-Jan-16","QC10","MCI",56.4,"ac"
"ARC-00028","Waitangi Stream","05-Feb-18","QC10","MCI",53.9,"ac"
"ARC-00028","Waitangi Stream","04-Mar-19","QC10","MCI",62.3,"ac"
"ARC-00148","Wekatahi","03-Feb-04","QC10","MCI",144.1,"ac"
"ARC-00148","Wekatahi","15-Feb-05","QC10","MCI",133.9,"ac"
"ARC-00148","Wekatahi","15-Mar-06","QC22","MCI",132.8,"ac"
"ARC-00148","Wekatahi","05-Feb-07","QC22","MCI",133.3,"ac"
"ARC-00148","Wekatahi","04-Feb-08","QC10","MCI",126.8,"ac"
"ARC-00148","Wekatahi","25-Feb-09","QC10","MCI",125,"ac"
"ARC-00148","Wekatahi","26-Jan-10","QC10","MCI",127.4,"ac"
"ARC-00148","Wekatahi","28-Jan-11","QC10","MCI",122.9,"ac"
"ARC-00148","Wekatahi","20-Jan-12","QC10","MCI",128.9,"ac"
"ARC-00148","Wekatahi","20-Feb-13","QC10","MCI",121.1,"ac"
"ARC-00148","Wekatahi","20-Jan-14","QC10","MCI",124.8,"ac"
"ARC-00148","Wekatahi","22-Jan-15","QC10","MCI",120,"ac"
"ARC-00148","Wekatahi","02-Feb-16","QC10","MCI",125.1,"ac"
"ARC-00148","Wekatahi","01-Feb-17","QC10","MCI",114.9,"ac"
"ARC-00148","Wekatahi","08-Mar-18","QC10","MCI",125,"ac"
"ARC-00148","Wekatahi","30-Jan-19","QC10","MCI",126.5,"ac"
"ARC-00027","West Hoe LTB","09-Apr-03","QC140","MCI",130.4,"ac"
"ARC-00027","West Hoe LTB","15-Mar-04","QC10","MCI",131,"ac"
"ARC-00027","West Hoe LTB","22-Feb-05","QC10","MCI",125.4,"ac"
"ARC-00027","West Hoe LTB","17-Mar-06","QC22","MCI",131.2,"ac"
"ARC-00027","West Hoe LTB","09-Feb-07","QC22","MCI",124.8,"ac"
"ARC-00027","West Hoe LTB","07-Mar-08","QC10","MCI",125.2,"ac"
"ARC-00027","West Hoe LTB","05-Mar-09","QC10","MCI",124.6,"ac"
"ARC-00027","West Hoe LTB","09-Feb-10","QC10","MCI",113.3,"ac"
"ARC-00027","West Hoe LTB","19-Jan-11","QC10","MCI",109.1,"ac"
"ARC-00027","West Hoe LTB","20-Jan-12","QC10","MCI",121.8,"ac"
"ARC-00027","West Hoe LTB","21-Feb-13","QC10","MCI",126.4,"ac"
"ARC-00027","West Hoe LTB","17-Jan-14","QC10","MCI",109.5,"ac"
"ARC-00027","West Hoe LTB","21-Jan-15","QC10","MCI",112.7,"ac"
"ARC-00027","West Hoe LTB","02-Feb-17","QC10","MCI",119.3,"ac"
"ARC-00027","West Hoe LTB","08-Feb-18","QC10","MCI",123.4,"ac"
"ARC-00027","West Hoe LTB","29-Jan-19","QC10","MCI",114.4,"ac"
"LAWA-102744","Whangamarie Stream @ Hunter Rd","10-Feb-11","QC10","MCI",73.2,"ac"
"LAWA-102744","Whangamarie Stream @ Hunter Rd","09-Feb-12","QC10","MCI",67.9,"ac"
"LAWA-102744","Whangamarie Stream @ Hunter Rd","18-Feb-13","QC10","MCI",79.4,"ac"
"LAWA-102744","Whangamarie Stream @ Hunter Rd","20-Jan-16","QC10","MCI",74.5,"ac"
"LAWA-102744","Whangamarie Stream @ Hunter Rd","05-Feb-18","QC10","MCI",75.5,"ac"
"LAWA-102744","Whangamarie Stream @ Hunter Rd","04-Mar-19","QC10","MCI",74,"ac"
"LAWA-102722","Anns Creek @ Hamlins Hill","21-Jan-11","QC10","Total Richness",17,"ac"
"LAWA-102722","Anns Creek @ Hamlins Hill","31-Jan-12","QC10","Total Richness",16,"ac"
"LAWA-102722","Anns Creek @ Hamlins Hill","16-Jan-15","QC10","Total Richness",16,"ac"
"LAWA-102722","Anns Creek @ Hamlins Hill","25-Jan-18","QC10","Total Richness",15,"ac"
"LAWA-102722","Anns Creek @ Hamlins Hill","23-Jan-19","QC10","Total Richness",17,"ac"
"LAWA-102723","Auckland Domain @ Lower Domain Dr","19-Feb-13","QC10","Total Richness",21,"ac"
"LAWA-102723","Auckland Domain @ Lower Domain Dr","18-Feb-16","QC10","Total Richness",15,"ac"
"LAWA-102723","Auckland Domain @ Lower Domain Dr","25-Jan-17","QC10","Total Richness",17,"ac"
"LAWA-102723","Auckland Domain @ Lower Domain Dr","12-Feb-19","QC10","Total Richness",15,"ac"
"LAWA-102236","Avondale @ Reserve","01-Feb-12","QC10","Total Richness",22,"ac"
"LAWA-102236","Avondale @ Reserve","13-Feb-13","QC10","Total Richness",27,"ac"
"LAWA-102236","Avondale @ Reserve","22-Jan-14","QC10","Total Richness",22,"ac"
