Station_no,Station_name,Timestamp,Sample_depth,Parametertype_name,value_sign,Value,Unit_name,Value_quality
44616,Lake Wainamu @ Buoy / 44616,15/11/2012,3,Chloro a (mg/l),,0.018,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,14/11/2012,1,Chloro a (mg/l),,0.0056,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,14/11/2012,6,Chloro a (mg/l),,0.0021,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,23/08/2012,8,Chloro a (mg/l),,0.0055,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,22/08/2012,1,Chloro a (mg/l),,0.007,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,22/08/2012,3,Chloro a (mg/l),,0.0055,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,22/08/2012,6,Chloro a (mg/l),,0.0047,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,24/05/2012,10,Chloro a (mg/l),,0.0015,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,23/05/2012,1,Chloro a (mg/l),,0.013,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,23/05/2012,3,Chloro a (mg/l),,0.0079,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,23/05/2012,6,Chloro a (mg/l),,0.0051,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,12/04/2012,8,Chloro a (mg/l),,0.0042,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,11/04/2012,1,Chloro a (mg/l),,0.021,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,11/04/2012,3,Chloro a (mg/l),,0.0086,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,11/04/2012,9,Chloro a (mg/l),,0.0046,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,5/03/2012,8,Chloro a (mg/l),,0.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,29/02/2012,1,Chloro a (mg/l),,0.017,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,29/02/2012,2,Chloro a (mg/l),,0.016,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,29/02/2012,6,Chloro a (mg/l),,0.0027,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,11/01/2012,1,Chloro a (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,11/01/2012,3,Chloro a (mg/l),,0.0094,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,11/01/2012,6,Chloro a (mg/l),,0.003,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,10/01/2012,5,Chloro a (mg/l),,0.0099,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,29/11/2011,6,Chloro a (mg/l),,0.0054,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,23/11/2011,1,Chloro a (mg/l),,0.0127,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,23/11/2011,1,Chloro a (mg/l),,0.001,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,23/11/2011,6,Chloro a (mg/l),,0.0075,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,25/08/2011,14,Chloro a (mg/l),,0.0163,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,24/08/2011,1,Chloro a (mg/l),,0.0198,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,24/08/2011,3,Chloro a (mg/l),,0.0076,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,24/08/2011,5,Chloro a (mg/l),,0.0103,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,2/06/2011,11,Chloro a (mg/l),,0.0016,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,1/06/2011,1,Chloro a (mg/l),,0.0086,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,1/06/2011,4,Chloro a (mg/l),,0.0016,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,1/06/2011,7,Chloro a (mg/l),,0.0025,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/04/2011,7,Chloro a (mg/l),,0.0049,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/04/2011,1,Chloro a (mg/l),,0.0104,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/04/2011,0,Chloro a (mg/l),,0.0016,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/04/2011,8,Chloro a (mg/l),,0.0013,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,4/03/2011,2,Chloro a (mg/l),,0.0109,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,3/03/2011,5,Chloro a (mg/l),,0.0044,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,2/03/2011,1,Chloro a (mg/l),,0.0264,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,2/03/2011,6,Chloro a (mg/l),,0.0024,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,27/01/2011,5,Chloro a (mg/l),,0.0007,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,26/01/2011,1,Chloro a (mg/l),,0.0038,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/01/2011,2,Chloro a (mg/l),,0.0095,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/01/2011,6,Chloro a (mg/l),,0.0032,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,25/11/2010,4,Chloro a (mg/l),,0.0055,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,24/11/2010,1,Chloro a (mg/l),,0.0026,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,24/11/2010,1,Chloro a (mg/l),,0.0095,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,24/11/2010,4,Chloro a (mg/l),,0.0039,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,26/08/2010,14,Chloro a (mg/l),,0.011,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,24/08/2010,1,Chloro a (mg/l),,0.0018,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,24/08/2010,3,Chloro a (mg/l),,0.0029,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,24/08/2010,6,Chloro a (mg/l),,0.0064,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,3/06/2010,11,Chloro a (mg/l),,0.0059,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,31/05/2010,1,Chloro a (mg/l),,0.0015,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,31/05/2010,3,Chloro a (mg/l),,0.0181,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,31/05/2010,6,Chloro a (mg/l),,0.0026,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,28/04/2010,7,Chloro a (mg/l),,0.0068,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,26/04/2010,1,Chloro a (mg/l),,0.002,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/04/2010,3,Chloro a (mg/l),,0.0129,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/04/2010,6,Chloro a (mg/l),,0.0023,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,4/03/2010,5,Chloro a (mg/l),,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,3/03/2010,1,Chloro a (mg/l),,0.0029,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,3/03/2010,2,Chloro a (mg/l),,0.0112,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,3/03/2010,6,Chloro a (mg/l),<,0.0006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/01/2010,5,Chloro a (mg/l),,0.0059,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/01/2010,1,Chloro a (mg/l),,0.0028,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/01/2010,2,Chloro a (mg/l),,0.0095,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/01/2010,5,Chloro a (mg/l),,0.0037,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,26/11/2009,5,Chloro a (mg/l),,0.0117,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,25/11/2009,1,Chloro a (mg/l),,0.0006,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,25/11/2009,3,Chloro a (mg/l),,0.0055,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,25/11/2009,6,Chloro a (mg/l),,0.0047,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,20/08/2009,14,Chloro a (mg/l),,0.0036,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,19/08/2009,1,Chloro a (mg/l),,0.0041,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,19/08/2009,3,Chloro a (mg/l),,0.0047,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,19/08/2009,3,Chloro a (mg/l),,0.0036,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,28/05/2009,11,Chloro a (mg/l),,0.0075,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,27/05/2009,1,Chloro a (mg/l),,0.0434,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,27/05/2009,3,Chloro a (mg/l),,0.0139,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,27/05/2009,5,Chloro a (mg/l),,0.0031,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,16/04/2009,8,Chloro a (mg/l),,0.0026,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,15/04/2009,1,Chloro a (mg/l),,0.0068,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,15/04/2009,3,Chloro a (mg/l),,0.0088,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,15/04/2009,8,Chloro a (mg/l),,0.0041,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,26/02/2009,5,Chloro a (mg/l),,0.0031,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,25/02/2009,1,Chloro a (mg/l),,0.0047,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,25/02/2009,2,Chloro a (mg/l),,0.0034,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,25/02/2009,5,Chloro a (mg/l),,0.0016,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,16/01/2009,3,Chloro a (mg/l),,0.0098,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,15/01/2009,1,Chloro a (mg/l),,0.009,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,15/01/2009,1,Chloro a (mg/l),,0.0015,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,15/01/2009,4,Chloro a (mg/l),,0.0033,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,27/11/2008,6,Chloro a (mg/l),,0.0148,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,26/11/2008,1,Chloro a (mg/l),,0.0057,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/11/2008,2,Chloro a (mg/l),,0.0249,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/11/2008,6,Chloro a (mg/l),,0.014,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/08/2008,15,Chloro a (mg/l),,0.0078,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/08/2008,1,Chloro a (mg/l),,0.0064,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/08/2008,0,Chloro a (mg/l),,0.0065,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/08/2008,6,Chloro a (mg/l),,0.0062,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,28/05/2008,12,Chloro a (mg/l),,0.0073,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,27/05/2008,0,Chloro a (mg/l),,0.0064,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,27/05/2008,3,Chloro a (mg/l),,0.0116,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,27/05/2008,4,Chloro a (mg/l),,0.0048,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,3/04/2008,7,Chloro a (mg/l),,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,2/04/2008,1,Chloro a (mg/l),,0.0089,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,2/04/2008,4,Chloro a (mg/l),,0.0463,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,2/04/2008,7,Chloro a (mg/l),,0.0037,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,28/02/2008,7,Chloro a (mg/l),,0.0102,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,26/02/2008,1,Chloro a (mg/l),,0.0049,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/02/2008,3,Chloro a (mg/l),,0.0049,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/02/2008,7,Chloro a (mg/l),,0.0037,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,11/01/2008,3,Chloro a (mg/l),,0.0144,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,10/01/2008,1,Chloro a (mg/l),,0.0059,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,10/01/2008,2,Chloro a (mg/l),,0.0057,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,10/01/2008,7,Chloro a (mg/l),,0.0057,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/12/2007,12,Chloro a (mg/l),,0.011,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/12/2007,1,Chloro a (mg/l),,0.0049,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/12/2007,2,Chloro a (mg/l),,0.0129,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/12/2007,5,Chloro a (mg/l),,0.0082,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,31/10/2007,8,Chloro a (mg/l),,0.0121,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,30/10/2007,3,Chloro a (mg/l),,0.0073,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,30/10/2007,7,Chloro a (mg/l),,0.0073,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,22/08/2007,14,Chloro a (mg/l),,0.0122,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,21/08/2007,0,Chloro a (mg/l),,0.0049,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/08/2007,3,Chloro a (mg/l),,0.0055,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,21/08/2007,5,Chloro a (mg/l),,0.0099,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,22/05/2007,1,Chloro a (mg/l),,0.0108,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,22/05/2007,3,Chloro a (mg/l),,0.0091,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,22/05/2007,6,Chloro a (mg/l),,0.0062,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,21/05/2007,8,Chloro a (mg/l),,0.0072,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,5/04/2007,8,Chloro a (mg/l),,0.0015,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,3/04/2007,1,Chloro a (mg/l),,0.0124,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,3/04/2007,3,Chloro a (mg/l),,0.0222,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,3/04/2007,7,Chloro a (mg/l),,0.0026,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,20/02/2007,4,Chloro a (mg/l),,0.0117,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,12/02/2007,1,Chloro a (mg/l),,0.0085,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,12/02/2007,3,Chloro a (mg/l),,0.0068,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,12/02/2007,6,Chloro a (mg/l),,0.001,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,24/01/2007,5,Chloro a (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,16/01/2007,1,Chloro a (mg/l),,0.0042,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,16/01/2007,1,Chloro a (mg/l),,0.0129,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,16/01/2007,6,Chloro a (mg/l),,0.0044,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,22/11/2006,1,Chloro a (mg/l),,0.0126,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,22/11/2006,3,Chloro a (mg/l),,0.0072,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,22/11/2006,5,Chloro a (mg/l),,0.0608,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/11/2006,6,Chloro a (mg/l),,0.014,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,6/10/2006,4,Chloro a (mg/l),,0.0015,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,1/09/2006,0,Chloro a (mg/l),,0.0821,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,1/09/2006,1,Chloro a (mg/l),,0.0065,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,1/09/2006,0,Chloro a (mg/l),,0.0028,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,2/06/2006,13,Chloro a (mg/l),,0.0064,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,30/05/2006,0,Chloro a (mg/l),,0.003,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,30/05/2006,0,Chloro a (mg/l),,0.002,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,30/05/2006,0,Chloro a (mg/l),<,0.0006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,5/05/2006,9,Chloro a (mg/l),,0.0104,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,21/04/2006,1,Chloro a (mg/l),,0.003,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/04/2006,4,Chloro a (mg/l),,0.02,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,21/04/2006,0,Chloro a (mg/l),<,0.0006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,23/02/2006,8,Chloro a (mg/l),,0.0034,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,16/02/2006,1,Chloro a (mg/l),,0.07,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,16/02/2006,1,Chloro a (mg/l),,0.009,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,16/02/2006,1,Chloro a (mg/l),,0.002,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,12/01/2006,3,Chloro a (mg/l),,0.0025,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,11/01/2006,6,Chloro a (mg/l),,0.0011,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,10/01/2006,1,Chloro a (mg/l),<,0.0006,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,25/11/2005,3,Chloro a (mg/l),,0.0008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,24/11/2005,1,Chloro a (mg/l),<,0.0006,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,24/11/2005,2,Chloro a (mg/l),,0.001,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,23/11/2005,5,Chloro a (mg/l),,0.0024,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,12/08/2005,5,Chloro a (mg/l),,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,11/08/2005,1,Chloro a (mg/l),,0.027,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,11/08/2005,1,Chloro a (mg/l),,0.0082,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,11/08/2005,1,Chloro a (mg/l),,0.011,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,31/05/2005,10,Chloro a (mg/l),,0.0066,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,20/05/2005,1,Chloro a (mg/l),,0.0078,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,20/05/2005,1,Chloro a (mg/l),,0.0124,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,20/05/2005,1,Chloro a (mg/l),,0.0028,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,18/03/2005,0,Chloro a (mg/l),,0.0043,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,17/03/2005,1,Chloro a (mg/l),,0.0091,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,17/03/2005,2,Chloro a (mg/l),,0.0064,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,17/03/2005,3,Chloro a (mg/l),,0.0041,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,10/02/2005,4,Chloro a (mg/l),,0.0034,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/01/2005,1,Chloro a (mg/l),,0.0041,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/01/2005,1,Chloro a (mg/l),,0.0046,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,18/01/2005,1,Chloro a (mg/l),,0.0031,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,12/01/2005,5,Chloro a (mg/l),,0.0044,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/12/2004,0,Chloro a (mg/l),,0.0026,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/12/2004,5,Chloro a (mg/l),,0.002,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,25/11/2004,3,Chloro a (mg/l),,0.0068,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,24/11/2004,6,Chloro a (mg/l),,0.0039,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,23/11/2004,1,Chloro a (mg/l),,0.0045,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,23/11/2004,6,Chloro a (mg/l),,0.0095,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,10/11/2004,5,Chloro a (mg/l),,0.003,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,29/10/2004,5,Chloro a (mg/l),,0.002,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,29/10/2004,1,Chloro a (mg/l),,0.0068,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/10/2004,5,Chloro a (mg/l),,0.0022,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,29/09/2004,5,Chloro a (mg/l),,0.0028,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,22/09/2004,0,Chloro a (mg/l),,0.0029,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,20/08/2004,0,Chloro a (mg/l),,0.0058,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,20/08/2004,0,Chloro a (mg/l),,0.0133,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,20/08/2004,1,Chloro a (mg/l),,0.0086,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,13/08/2004,5,Chloro a (mg/l),,0.0014,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,27/05/2004,0,Chloro a (mg/l),,0.002,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,26/05/2004,5,Chloro a (mg/l),,0.0018,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/05/2004,0,Chloro a (mg/l),,0.0041,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/05/2004,0,Chloro a (mg/l),,0.0036,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/04/2004,5,Chloro a (mg/l),,0.0083,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,4/03/2004,5,Chloro a (mg/l),,0.0039,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/02/2004,0,Chloro a (mg/l),,0.0042,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/02/2004,0,Chloro a (mg/l),,0.0039,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,25/02/2004,0,Chloro a (mg/l),,0.0078,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,20/11/2003,0,Chloro a (mg/l),,0.0099,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/11/2003,0,Chloro a (mg/l),,0.004,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,18/11/2003,0,Chloro a (mg/l),,0.0021,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/11/2003,5,Chloro a (mg/l),,0.0078,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,7/10/2003,5,Chloro a (mg/l),,0.0092,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,11/09/2003,0,Chloro a (mg/l),,0.0085,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,11/09/2003,0,Chloro a (mg/l),,0.0052,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/05/2003,5,Chloro a (mg/l),,0.0011,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,8/05/2003,0,Chloro a (mg/l),,0.0095,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,8/05/2003,0,Chloro a (mg/l),,0.0039,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,8/05/2003,0,Chloro a (mg/l),,0.0042,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,17/03/2003,5,Chloro a (mg/l),,0.0055,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,7/03/2003,0,Chloro a (mg/l),,0.0022,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,6/03/2003,0,Chloro a (mg/l),,0.0073,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,6/03/2003,0,Chloro a (mg/l),,0.0072,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/01/2003,0,Chloro a (mg/l),,0.0127,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,25/11/2002,5,Chloro a (mg/l),,0.0114,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,20/11/2002,0,Chloro a (mg/l),,0.0053,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,20/11/2002,0,Chloro a (mg/l),,0.0042,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,19/11/2002,0,Chloro a (mg/l),,0.0028,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,29/08/2002,5,Chloro a (mg/l),,0.0115,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,28/08/2002,0,Chloro a (mg/l),,0.0059,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,28/08/2002,0,Chloro a (mg/l),,0.0185,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,28/08/2002,0,Chloro a (mg/l),,0.0086,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,25/06/2002,5,Chloro a (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,17/06/2002,0,Chloro a (mg/l),,0.0061,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,17/06/2002,0,Chloro a (mg/l),,0.0155,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,17/06/2002,0,Chloro a (mg/l),,0.0075,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/02/2002,0,Chloro a (mg/l),,0.0093,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/02/2002,0,Chloro a (mg/l),,0.0152,milligram per litre,10
