Station_no,Station_name,Timestamp,Sample_depth,Parametertype_name,value_sign,Value,Unit_name,Value_quality
45001,Lake Rototoa @ Buoy / 45001,21/05/2019,0,E. coli (CFU/100ml),,1,scalar,10
7605,Lake Pupuke @ Buoy / 7605,8/04/2019,0,E. coli (CFU/100ml),<,10,scalar,10
6303,Lake Tomorata @ Buoy / 6303,5/04/2019,0,E. coli (CFU/100ml),,10,scalar,10
44616,Lake Wainamu @ Buoy / 44616,5/04/2019,0,E. coli (CFU/100ml),<,10,scalar,10
45001,Lake Rototoa @ Buoy / 45001,5/04/2019,0,E. coli (CFU/100ml),,10,scalar,10
6303,Lake Tomorata @ Buoy / 6303,21/02/2019,0,E. coli (CFU/100ml),,20,scalar,10
44616,Lake Wainamu @ Buoy / 44616,21/02/2019,0,E. coli (CFU/100ml),<,10,scalar,10
45001,Lake Rototoa @ Buoy / 45001,21/02/2019,0,E. coli (CFU/100ml),,3,scalar,10
7605,Lake Pupuke @ Buoy / 7605,19/02/2019,0,E. coli (CFU/100ml),,1,scalar,10
6303,Lake Tomorata @ Buoy / 6303,31/01/2019,0,E. coli (CFU/100ml),<,10,scalar,10
44616,Lake Wainamu @ Buoy / 44616,31/01/2019,0,E. coli (CFU/100ml),<,10,scalar,10
45001,Lake Rototoa @ Buoy / 45001,31/01/2019,0,E. coli (CFU/100ml),<,10,scalar,10
7605,Lake Pupuke @ Buoy / 7605,30/01/2019,0,E. coli (CFU/100ml),<,1,scalar,10
6303,Lake Tomorata @ Buoy / 6303,29/11/2018,0,E. coli (CFU/100ml),,50,scalar,10
44616,Lake Wainamu @ Buoy / 44616,29/11/2018,0,E. coli (CFU/100ml),,10,scalar,10
45001,Lake Rototoa @ Buoy / 45001,29/11/2018,0,E. coli (CFU/100ml),,10,scalar,10
7605,Lake Pupuke @ Buoy / 7605,27/11/2018,0,E. coli (CFU/100ml),<,10,scalar,10
7605,Lake Pupuke @ Buoy / 7605,17/10/2018,0,E. coli (CFU/100ml),<,10,scalar,10
7605,Lake Pupuke @ Buoy / 7605,4/09/2018,0,E. coli (CFU/100ml),,5,scalar,10
6303,Lake Tomorata @ Buoy / 6303,3/09/2018,0,E. coli (CFU/100ml),,9,scalar,10
44616,Lake Wainamu @ Buoy / 44616,3/09/2018,0,E. coli (CFU/100ml),,22,scalar,10
45001,Lake Rototoa @ Buoy / 45001,3/09/2018,0,E. coli (CFU/100ml),<,1,scalar,10
6303,Lake Tomorata @ Buoy / 6303,23/07/2018,0,E. coli (CFU/100ml),,7,scalar,10
7605,Lake Pupuke @ Buoy / 7605,23/07/2018,0,E. coli (CFU/100ml),,1,scalar,10
7605,Lake Pupuke @ Buoy / 7605,15/06/2018,0,E. coli (CFU/100ml),,3,scalar,10
6303,Lake Tomorata @ Buoy / 6303,14/06/2018,0,E. coli (CFU/100ml),,4,scalar,10
44616,Lake Wainamu @ Buoy / 44616,14/06/2018,0,E. coli (CFU/100ml),,19,scalar,10
45001,Lake Rototoa @ Buoy / 45001,14/06/2018,0,E. coli (CFU/100ml),,5,scalar,10
7605,Lake Pupuke @ Buoy / 7605,9/05/2018,0,E. coli (CFU/100ml),,2,scalar,10
6303,Lake Tomorata @ Buoy / 6303,8/05/2018,0,E. coli (CFU/100ml),,6,scalar,10
44616,Lake Wainamu @ Buoy / 44616,8/05/2018,0,E. coli (CFU/100ml),,50,scalar,10
7605,Lake Pupuke @ Buoy / 7605,21/03/2018,0,E. coli (CFU/100ml),<,1,scalar,10
6303,Lake Tomorata @ Buoy / 6303,20/03/2018,0,E. coli (CFU/100ml),,4,scalar,10
44616,Lake Wainamu @ Buoy / 44616,20/03/2018,0,E. coli (CFU/100ml),<,1,scalar,10
45001,Lake Rototoa @ Buoy / 45001,20/03/2018,0,E. coli (CFU/100ml),,6,scalar,10
6303,Lake Tomorata @ Buoy / 6303,16/02/2018,0,E. coli (CFU/100ml),,30,scalar,10
45001,Lake Rototoa @ Buoy / 45001,16/02/2018,0,E. coli (CFU/100ml),,1,scalar,10
7605,Lake Pupuke @ Buoy / 7605,15/02/2018,0,E. coli (CFU/100ml),,10,scalar,10
7605,Lake Pupuke @ Buoy / 7605,10/01/2018,0,E. coli (CFU/100ml),,1,scalar,10
6303,Lake Tomorata @ Buoy / 6303,9/01/2018,0,E. coli (CFU/100ml),,16,scalar,10
44616,Lake Wainamu @ Buoy / 44616,9/01/2018,0,E. coli (CFU/100ml),,3,scalar,10
45001,Lake Rototoa @ Buoy / 45001,9/01/2018,0,E. coli (CFU/100ml),,5,scalar,10
7605,Lake Pupuke @ Buoy / 7605,14/11/2017,0,E. coli (CFU/100ml),,1,scalar,10
6303,Lake Tomorata @ Buoy / 6303,13/11/2017,0,E. coli (CFU/100ml),,12,scalar,10
44616,Lake Wainamu @ Buoy / 44616,13/11/2017,0,E. coli (CFU/100ml),,25,scalar,10
45001,Lake Rototoa @ Buoy / 45001,13/11/2017,0,E. coli (CFU/100ml),,3,scalar,10
6303,Lake Tomorata @ Buoy / 6303,16/08/2017,0,E. coli (CFU/100ml),,14,scalar,10
44616,Lake Wainamu @ Buoy / 44616,16/08/2017,0,E. coli (CFU/100ml),,46,scalar,10
45001,Lake Rototoa @ Buoy / 45001,16/08/2017,0,E. coli (CFU/100ml),<,2,scalar,10
7605,Lake Pupuke @ Buoy / 7605,15/08/2017,0,E. coli (CFU/100ml),,2,scalar,10
7605,Lake Pupuke @ Buoy / 7605,23/05/2017,0,E. coli (CFU/100ml),,3.3,scalar,10
6303,Lake Tomorata @ Buoy / 6303,22/05/2017,0,E. coli (CFU/100ml),,13,scalar,10
44616,Lake Wainamu @ Buoy / 44616,22/05/2017,0,E. coli (CFU/100ml),,6.6,scalar,10
45001,Lake Rototoa @ Buoy / 45001,22/05/2017,0,E. coli (CFU/100ml),,6.6,scalar,10
7605,Lake Pupuke @ Buoy / 7605,21/02/2017,0,E. coli (CFU/100ml),,1.6,scalar,10
44616,Lake Wainamu @ Buoy / 44616,21/02/2017,0,E. coli (CFU/100ml),<,1.6,scalar,10
6303,Lake Tomorata @ Buoy / 6303,20/02/2017,0,E. coli (CFU/100ml),,56,scalar,10
45001,Lake Rototoa @ Buoy / 45001,20/02/2017,0,E. coli (CFU/100ml),,1.6,scalar,10
6303,Lake Tomorata @ Buoy / 6303,21/11/2016,0,E. coli (CFU/100ml),,3.3,scalar,10
44616,Lake Wainamu @ Buoy / 44616,21/11/2016,0,E. coli (CFU/100ml),,6.6,scalar,10
45001,Lake Rototoa @ Buoy / 45001,21/11/2016,0,E. coli (CFU/100ml),<,1.6,scalar,10
7605,Lake Pupuke @ Buoy / 7605,14/11/2016,0,E. coli (CFU/100ml),,1.6,scalar,10
7605,Lake Pupuke @ Buoy / 7605,23/08/2016,0,E. coli (CFU/100ml),<,1.6,scalar,10
6303,Lake Tomorata @ Buoy / 6303,22/08/2016,0,E. coli (CFU/100ml),,1.6,scalar,10
45001,Lake Rototoa @ Buoy / 45001,22/08/2016,0,E. coli (CFU/100ml),<,1.6,scalar,10
7605,Lake Pupuke @ Buoy / 7605,31/05/2013,0,E. coli (CFU/100ml),,1.6,scalar,10
6303,Lake Tomorata @ Buoy / 6303,30/05/2013,0,E. coli (CFU/100ml),,3.3,scalar,10
44616,Lake Wainamu @ Buoy / 44616,30/05/2013,0,E. coli (CFU/100ml),,15,scalar,10
45001,Lake Rototoa @ Buoy / 45001,30/05/2013,0,E. coli (CFU/100ml),<,1.6,scalar,10
7605,Lake Pupuke @ Buoy / 7605,11/04/2013,0,E. coli (CFU/100ml),<,1.6,scalar,10
6303,Lake Tomorata @ Buoy / 6303,10/04/2013,0,E. coli (CFU/100ml),,25,scalar,10
44616,Lake Wainamu @ Buoy / 44616,10/04/2013,0,E. coli (CFU/100ml),<,1.6,scalar,10
45001,Lake Rototoa @ Buoy / 45001,10/04/2013,0,E. coli (CFU/100ml),<,1.6,scalar,10
6303,Lake Tomorata @ Buoy / 6303,13/03/2013,0,E. coli (CFU/100ml),,3.3,scalar,10
44616,Lake Wainamu @ Buoy / 44616,13/03/2013,0,E. coli (CFU/100ml),<,1.6,scalar,10
45001,Lake Rototoa @ Buoy / 45001,13/03/2013,0,E. coli (CFU/100ml),<,1.6,scalar,10
7605,Lake Pupuke @ Buoy / 7605,1/03/2013,0,E. coli (CFU/100ml),<,1.6,scalar,10
7605,Lake Pupuke @ Buoy / 7605,30/01/2013,0,E. coli (CFU/100ml),<,1.6,scalar,10
6303,Lake Tomorata @ Buoy / 6303,16/01/2013,0,E. coli (CFU/100ml),,6.6,scalar,10
44616,Lake Wainamu @ Buoy / 44616,16/01/2013,0,E. coli (CFU/100ml),,4.9,scalar,10
45001,Lake Rototoa @ Buoy / 45001,16/01/2013,0,E. coli (CFU/100ml),<,1.6,scalar,10
7605,Lake Pupuke @ Buoy / 7605,21/11/2012,0,E. coli (CFU/100ml),<,1.6,scalar,10
44616,Lake Wainamu @ Buoy / 44616,15/11/2012,0,E. coli (CFU/100ml),<,1.6,scalar,10
6303,Lake Tomorata @ Buoy / 6303,14/11/2012,0,E. coli (CFU/100ml),,4.9,scalar,10
45001,Lake Rototoa @ Buoy / 45001,14/11/2012,0,E. coli (CFU/100ml),,1.6,scalar,10
7605,Lake Pupuke @ Buoy / 7605,23/08/2012,0,E. coli (CFU/100ml),<,1.6,scalar,10
6303,Lake Tomorata @ Buoy / 6303,22/08/2012,0,E. coli (CFU/100ml),,6.6,scalar,10
44616,Lake Wainamu @ Buoy / 44616,22/08/2012,0,E. coli (CFU/100ml),,4.9,scalar,10
45001,Lake Rototoa @ Buoy / 45001,22/08/2012,0,E. coli (CFU/100ml),<,1.6,scalar,10
7605,Lake Pupuke @ Buoy / 7605,24/05/2012,0,E. coli (CFU/100ml),<,1.6,scalar,10
6303,Lake Tomorata @ Buoy / 6303,23/05/2012,0,E. coli (CFU/100ml),,28,scalar,10
44616,Lake Wainamu @ Buoy / 44616,23/05/2012,0,E. coli (CFU/100ml),<,1.6,scalar,10
45001,Lake Rototoa @ Buoy / 45001,23/05/2012,0,E. coli (CFU/100ml),<,1.6,scalar,10
7605,Lake Pupuke @ Buoy / 7605,12/04/2012,0,E. coli (CFU/100ml),,1.6,scalar,10
6303,Lake Tomorata @ Buoy / 6303,11/04/2012,0,E. coli (CFU/100ml),,1.6,scalar,10
44616,Lake Wainamu @ Buoy / 44616,11/04/2012,0,E. coli (CFU/100ml),<,1.6,scalar,10
45001,Lake Rototoa @ Buoy / 45001,11/04/2012,0,E. coli (CFU/100ml),<,1.6,scalar,10
7605,Lake Pupuke @ Buoy / 7605,5/03/2012,0,E. coli (CFU/100ml),<,1.6,scalar,10
